Time (s)	Pc (psi)	SigD (psi)	Ex (E)	Ey (E)
534.13	1500	4936.615	3.36E-03	1.78E-03
535.13	1500	4953.438	3.36E-03	1.78E-03
536.13	1500	4978.484	3.37E-03	1.78E-03
537.13	1500	5016.96	3.37E-03	1.77E-03
538.13	1500	5011.105	3.37E-03	1.77E-03
539.13	1500	5037.624	3.38E-03	1.77E-03
540.13	1500	5053.578	3.38E-03	1.77E-03
541.13	1500	5092.953	3.39E-03	1.77E-03
542.13	1500	5084.84	3.39E-03	1.77E-03
543.13	1500	5120.281	3.40E-03	1.77E-03
544.13	1500	5130.06	3.40E-03	1.76E-03
545.13	1500	5175.377	3.41E-03	1.76E-03
546.13	1500	5180.942	3.41E-03	1.76E-03
547.13	1500	5200.632	3.41E-03	1.76E-03
548.13	1500	5217.995	3.42E-03	1.76E-03
549.13	1500	5251.281	3.42E-03	1.76E-03
550.13	1500	5253.957	3.42E-03	1.76E-03
551.13	1500	5247.129	3.43E-03	1.76E-03
552.13	1500	5280.353	3.43E-03	1.76E-03
553.13	1500	5303.963	3.44E-03	1.75E-03
554.13	1500	5318.277	3.44E-03	1.75E-03
555.13	1500	5341.633	3.44E-03	1.75E-03
556.13	1500	5357.23	3.45E-03	1.75E-03
557.13	1500	5369.95	3.45E-03	1.75E-03
558.13	1500	5374.704	3.46E-03	1.75E-03
559.13	1500	5389.286	3.46E-03	1.75E-03
560.13	1500	5430.777	3.47E-03	1.75E-03
561.13	1500	5442.753	3.47E-03	1.75E-03
562.13	1500	5439.296	3.47E-03	1.75E-03
563.13	1500	5465.462	3.48E-03	1.75E-03
564.13	1500	5478.469	3.48E-03	1.75E-03
565.13	1500	5495.712	3.48E-03	1.74E-03
566.13	1500	5492.942	3.49E-03	1.74E-03
567.13	1500	5507.255	3.49E-03	1.74E-03
568.13	1500	5531.067	3.49E-03	1.74E-03
569.13	1500	5538.595	3.50E-03	1.74E-03
570.13	1500	5553.68	3.50E-03	1.74E-03
571.13	1500	5561.879	3.51E-03	1.74E-03
572.13	1500	5580.764	3.51E-03	1.74E-03
573.13	1500	5588.417	3.51E-03	1.74E-03
574.13	1500	5610.885	3.52E-03	1.74E-03
575.13	1500	5606.78	3.52E-03	1.74E-03
576.13	1500	5625.856	3.53E-03	1.74E-03
577.13	1500	5636.646	3.53E-03	1.74E-03
578.13	1500	5654.228	3.54E-03	1.73E-03
579.13	1500	5659.108	3.54E-03	1.73E-03
580.13	1500	5682.015	3.55E-03	1.73E-03
581.13	1500	5702.628	3.55E-03	1.73E-03
582.13	1500	5709.438	3.55E-03	1.73E-03
583.13	1500	5707.853	3.56E-03	1.73E-03
584.13	1500	5722.394	3.56E-03	1.73E-03
585.13	1500	5747.24	3.56E-03	1.73E-03
586.13	1500	5747.771	3.57E-03	1.73E-03
587.13	1500	5768.952	3.57E-03	1.72E-03
588.13	1500	5784.145	3.58E-03	1.72E-03
589.13	1500	5806.23	3.58E-03	1.72E-03
590.13	1500	5796.446	3.58E-03	1.72E-03
591.13	1500	5809.225	3.59E-03	1.72E-03
592.13	1500	5835.363	3.59E-03	1.72E-03
593.13	1500	5830.549	3.60E-03	1.72E-03
594.13	1500	5837.862	3.60E-03	1.72E-03
595.13	1500	5849.686	3.60E-03	1.72E-03
596.13	1500	5867.56	3.61E-03	1.72E-03
597.13	1500	5862.477	3.61E-03	1.72E-03
598.13	1500	5910.272	3.62E-03	1.71E-03
599.13	1500	5909.009	3.62E-03	1.71E-03
600.13	1500	5913.37	3.62E-03	1.71E-03
601.13	1500	5936.723	3.63E-03	1.71E-03
602.13	1500	5940.787	3.63E-03	1.71E-03
603.13	1500	5944.303	3.64E-03	1.71E-03
604.13	1500	5968.787	3.64E-03	1.71E-03
605.13	1500	5968.833	3.65E-03	1.71E-03
606.13	1500	5979.897	3.65E-03	1.71E-03
607.13	1500	5993.447	3.65E-03	1.71E-03
608.13	1500	6011.942	3.66E-03	1.70E-03
609.13	1500	6015.467	3.66E-03	1.70E-03
610.13	1500	6036.035	3.67E-03	1.70E-03
611.13	1500	6026.429	3.67E-03	1.70E-03
612.13	1500	6057.817	3.67E-03	1.70E-03
613.13	1500	6061.515	3.68E-03	1.70E-03
614.13	1500	6082.902	3.68E-03	1.70E-03
615.13	1500	6088.265	3.68E-03	1.70E-03
616.13	1500	6091.538	3.69E-03	1.70E-03
617.13	1500	6114.551	3.69E-03	1.69E-03
618.13	1500	6124.571	3.70E-03	1.69E-03
619.13	1500	6126.639	3.70E-03	1.69E-03
620.13	1500	6127.516	3.70E-03	1.69E-03
621.13	1500	6157.095	3.71E-03	1.69E-03
622.13	1500	6172.619	3.71E-03	1.69E-03
623.13	1500	6174.745	3.72E-03	1.69E-03
624.13	1500	6170.921	3.72E-03	1.69E-03
625.13	1500	6176.551	3.72E-03	1.69E-03
626.13	1500	6206.484	3.73E-03	1.69E-03
627.13	1500	6218.738	3.73E-03	1.69E-03
628.13	1500	6227.266	3.74E-03	1.68E-03
629.13	1500	6239.399	3.74E-03	1.68E-03
630.13	1500	6251.812	3.74E-03	1.68E-03
631.13	1500	6255.388	3.75E-03	1.68E-03
632.13	1500	6286.531	3.75E-03	1.68E-03
633.13	1500	6276.131	3.75E-03	1.68E-03
634.13	1500	6301.37	3.76E-03	1.68E-03
635.13	1500	6313.459	3.76E-03	1.68E-03
636.13	1500	6332.77	3.77E-03	1.68E-03
637.13	1500	6336.304	3.77E-03	1.68E-03
638.13	1500	6333.992	3.78E-03	1.68E-03
639.13	1500	6347.204	3.78E-03	1.68E-03
640.13	1500	6369.686	3.78E-03	1.67E-03
641.13	1500	6379.074	3.79E-03	1.67E-03
642.13	1500	6376.556	3.79E-03	1.67E-03
643.13	1500	6393.974	3.80E-03	1.67E-03
644.13	1500	6393.976	3.80E-03	1.67E-03
645.13	1500	6414.989	3.80E-03	1.67E-03
646.13	1500	6427.93	3.81E-03	1.67E-03
647.13	1500	6422.12	3.81E-03	1.67E-03
648.13	1500	6447.8	3.82E-03	1.67E-03
649.13	1500	6456.208	3.82E-03	1.66E-03
650.13	1500	6470.9	3.82E-03	1.66E-03
651.13	1500	6473.931	3.83E-03	1.66E-03
652.13	1500	6488.739	3.83E-03	1.66E-03
653.13	1500	6509.472	3.84E-03	1.66E-03
654.13	1500	6516.618	3.84E-03	1.66E-03
655.13	1500	6510.662	3.84E-03	1.66E-03
656.13	1500	6536.208	3.85E-03	1.66E-03
657.13	1500	6535.801	3.85E-03	1.66E-03
658.13	1500	6545.259	3.85E-03	1.66E-03
659.13	1500	6556.516	3.86E-03	1.65E-03
660.13	1500	6578.31	3.86E-03	1.65E-03
661.13	1500	6575.051	3.87E-03	1.65E-03
662.13	1500	6598.495	3.87E-03	1.65E-03
663.13	1500	6611.208	3.88E-03	1.65E-03
664.13	1500	6608.411	3.88E-03	1.65E-03
665.13	1500	6626.065	3.88E-03	1.65E-03
666.13	1500	6629.625	3.89E-03	1.65E-03
667.13	1500	6663.047	3.89E-03	1.65E-03
668.13	1500	6661.583	3.90E-03	1.65E-03
669.13	1500	6673.359	3.90E-03	1.65E-03
670.13	1500	6678.178	3.90E-03	1.65E-03
671.13	1500	6696.459	3.91E-03	1.64E-03
672.13	1500	6705.47	3.91E-03	1.64E-03
673.13	1500	6707.031	3.92E-03	1.64E-03
674.13	1500	6722.407	3.92E-03	1.64E-03
675.13	1500	6740.122	3.93E-03	1.64E-03
676.13	1500	6755.817	3.93E-03	1.64E-03
677.13	1500	6742.785	3.93E-03	1.64E-03
678.13	1500	6768.643	3.94E-03	1.64E-03
679.13	1500	6789.439	3.94E-03	1.63E-03
680.13	1500	6782.459	3.94E-03	1.63E-03
681.13	1500	6798.899	3.95E-03	1.63E-03
682.13	1500	6812.526	3.95E-03	1.63E-03
683.13	1500	6824.277	3.96E-03	1.63E-03
684.13	1500	6833.089	3.96E-03	1.63E-03
685.13	1500	6854.727	3.96E-03	1.63E-03
686.13	1500	6858.608	3.97E-03	1.63E-03
687.13	1500	6866.946	3.97E-03	1.63E-03
688.13	1500	6882.07	3.98E-03	1.63E-03
689.13	1500	6877.29	3.98E-03	1.63E-03
690.13	1500	6895.651	3.98E-03	1.62E-03
691.13	1500	6905.283	3.99E-03	1.62E-03
692.13	1500	6916.788	3.99E-03	1.62E-03
693.13	1500	6927.652	3.99E-03	1.62E-03
694.13	1500	6951.479	4.00E-03	1.62E-03
695.13	1500	6951.085	4.01E-03	1.62E-03
696.13	1500	6962.733	4.01E-03	1.62E-03
697.13	1500	6975.431	4.01E-03	1.62E-03
698.13	1500	6984.176	4.02E-03	1.62E-03
699.13	1500	6998.233	4.02E-03	1.61E-03
700.13	1500	7014.454	4.02E-03	1.61E-03
701.13	1500	7021.127	4.03E-03	1.61E-03
702.13	1500	7026.424	4.03E-03	1.61E-03
703.13	1500	7035.083	4.03E-03	1.61E-03
704.13	1500	7049.892	4.04E-03	1.61E-03
705.13	1500	7053.535	4.04E-03	1.61E-03
706.13	1500	7064.46	4.05E-03	1.61E-03
707.13	1500	7072.917	4.05E-03	1.61E-03
708.13	1500	7095.015	4.06E-03	1.60E-03
709.13	1500	7111.353	4.06E-03	1.60E-03
710.13	1500	7119.226	4.07E-03	1.60E-03
711.13	1500	7127.665	4.07E-03	1.60E-03
712.13	1500	7139.397	4.07E-03	1.60E-03
713.13	1500	7152.921	4.08E-03	1.60E-03
714.13	1500	7162.646	4.08E-03	1.60E-03
715.13	1500	7165.574	4.08E-03	1.60E-03
716.13	1500	7190.711	4.09E-03	1.60E-03
717.13	1500	7186.457	4.09E-03	1.60E-03
718.13	1500	7201.938	4.10E-03	1.59E-03
719.13	1500	7208.564	4.10E-03	1.59E-03
720.13	1500	7214.793	4.10E-03	1.59E-03
721.13	1500	7219.026	4.11E-03	1.59E-03
722.13	1500	7243.891	4.11E-03	1.59E-03
723.13	1500	7235.092	4.12E-03	1.59E-03
724.13	1500	7254.291	4.12E-03	1.59E-03
725.13	1500	7276.255	4.12E-03	1.59E-03
726.13	1500	7287.146	4.13E-03	1.59E-03
727.13	1500	7296.687	4.13E-03	1.58E-03
728.13	1500	7308.523	4.14E-03	1.58E-03
729.13	1500	7321.998	4.14E-03	1.58E-03
730.13	1500	7320.031	4.14E-03	1.58E-03
731.13	1500	7340.903	4.15E-03	1.58E-03
732.13	1500	7343.595	4.15E-03	1.58E-03
733.13	1500	7358.11	4.16E-03	1.58E-03
734.13	1500	7362.908	4.16E-03	1.58E-03
735.13	1500	7378.193	4.16E-03	1.58E-03
736.13	1500	7390.497	4.17E-03	1.58E-03
737.13	1500	7389.776	4.17E-03	1.58E-03
738.13	1500	7409.497	4.18E-03	1.57E-03
739.13	1500	7409.854	4.18E-03	1.57E-03
740.13	1500	7431.451	4.18E-03	1.57E-03
741.13	1500	7433.344	4.19E-03	1.57E-03
742.13	1500	7449.561	4.19E-03	1.57E-03
743.13	1500	7467.417	4.20E-03	1.57E-03
744.13	1500	7475.131	4.20E-03	1.57E-03
745.13	1500	7488.033	4.20E-03	1.57E-03
746.13	1500	7489.053	4.21E-03	1.57E-03
747.13	1500	7497.67	4.21E-03	1.57E-03
748.13	1500	7522.461	4.22E-03	1.56E-03
749.13	1500	7515.796	4.22E-03	1.56E-03
750.13	1500	7518.939	4.22E-03	1.56E-03
751.13	1500	7538.472	4.23E-03	1.56E-03
752.13	1500	7538.691	4.23E-03	1.56E-03
753.13	1500	7567.77	4.24E-03	1.56E-03
754.13	1500	7576.573	4.24E-03	1.56E-03
755.13	1500	7579.424	4.24E-03	1.56E-03
756.13	1500	7592.421	4.25E-03	1.56E-03
757.13	1500	7606.159	4.25E-03	1.55E-03
758.13	1500	7624.141	4.26E-03	1.55E-03
759.13	1500	7632.267	4.26E-03	1.55E-03
760.13	1500	7640.613	4.26E-03	1.55E-03
761.13	1500	7646.646	4.27E-03	1.55E-03
762.13	1500	7660.219	4.27E-03	1.55E-03
763.13	1500	7674.426	4.28E-03	1.55E-03
764.13	1500	7672.271	4.28E-03	1.55E-03
765.13	1500	7696.27	4.28E-03	1.55E-03
766.13	1500	7699.333	4.29E-03	1.55E-03
767.13	1500	7709.041	4.29E-03	1.54E-03
768.13	1500	7719.027	4.30E-03	1.54E-03
769.13	1500	7720.794	4.30E-03	1.54E-03
770.13	1500	7737.033	4.30E-03	1.54E-03
771.13	1500	7751.767	4.31E-03	1.54E-03
772.13	1500	7759.852	4.31E-03	1.54E-03
773.13	1500	7773.28	4.32E-03	1.54E-03
774.13	1500	7789.552	4.32E-03	1.54E-03
775.13	1500	7795.277	4.32E-03	1.53E-03
776.13	1500	7803.602	4.33E-03	1.53E-03
777.13	1500	7832.064	4.33E-03	1.53E-03
778.13	1500	7829.176	4.34E-03	1.53E-03
779.13	1500	7839.248	4.34E-03	1.53E-03
780.13	1500	7843.03	4.34E-03	1.53E-03
781.13	1500	7853.147	4.35E-03	1.53E-03
782.13	1500	7869.078	4.35E-03	1.53E-03
783.13	1500	7872.75	4.35E-03	1.53E-03
784.13	1500	7891.131	4.36E-03	1.52E-03
785.13	1500	7894.683	4.37E-03	1.52E-03
786.13	1500	7895.142	4.37E-03	1.52E-03
787.13	1500	7933.407	4.37E-03	1.52E-03
788.13	1500	7935.464	4.38E-03	1.52E-03
789.13	1500	7943.347	4.38E-03	1.52E-03
790.13	1500	7957.744	4.39E-03	1.52E-03
791.13	1500	7960.535	4.39E-03	1.52E-03
792.13	1500	7962.391	4.39E-03	1.52E-03
793.13	1500	7984.484	4.40E-03	1.51E-03
794.13	1500	7974.945	4.40E-03	1.51E-03
795.13	1500	7996.262	4.40E-03	1.51E-03
796.13	1500	8007.744	4.41E-03	1.51E-03
797.13	1500	8017.396	4.41E-03	1.51E-03
798.13	1500	8022.583	4.42E-03	1.51E-03
799.13	1500	8043.58	4.42E-03	1.51E-03
800.13	1500	8046.358	4.42E-03	1.51E-03
801.13	1500	8066.895	4.43E-03	1.51E-03
802.13	1500	8068.805	4.43E-03	1.50E-03
803.13	1500	8089.437	4.44E-03	1.50E-03
804.13	1500	8093.897	4.44E-03	1.50E-03
805.13	1500	8097.868	4.44E-03	1.50E-03
806.13	1500	8107.638	4.45E-03	1.50E-03
807.13	1500	8126.004	4.45E-03	1.50E-03
808.13	1500	8136.245	4.46E-03	1.50E-03
809.13	1500	8136.989	4.46E-03	1.50E-03
810.13	1500	8143.182	4.46E-03	1.50E-03
811.13	1500	8156.947	4.47E-03	1.49E-03
812.13	1500	8168.517	4.47E-03	1.49E-03
813.13	1500	8178.958	4.47E-03	1.49E-03
814.13	1500	8186.464	4.48E-03	1.49E-03
815.13	1500	8207.854	4.48E-03	1.49E-03
816.13	1500	8218.347	4.49E-03	1.49E-03
817.13	1500	8224.044	4.49E-03	1.49E-03
818.13	1500	8236.481	4.50E-03	1.49E-03
819.13	1500	8246.886	4.50E-03	1.48E-03
820.13	1500	8260.668	4.50E-03	1.48E-03
821.13	1500	8266.85	4.51E-03	1.48E-03
822.13	1500	8272.779	4.51E-03	1.48E-03
823.13	1500	8275.603	4.51E-03	1.48E-03
824.13	1500	8293.652	4.52E-03	1.48E-03
825.13	1500	8303.624	4.52E-03	1.48E-03
826.13	1500	8316.199	4.53E-03	1.48E-03
827.13	1500	8321.29	4.53E-03	1.48E-03
828.13	1500	8319.783	4.53E-03	1.48E-03
829.13	1500	8348.213	4.54E-03	1.47E-03
830.13	1500	8353.419	4.54E-03	1.47E-03
831.13	1500	8368.408	4.55E-03	1.47E-03
832.13	1500	8373.997	4.55E-03	1.47E-03
833.13	1500	8382.41	4.56E-03	1.47E-03
834.13	1500	8399.044	4.56E-03	1.47E-03
835.13	1500	8409.631	4.56E-03	1.47E-03
836.13	1500	8410.763	4.57E-03	1.46E-03
837.13	1500	8427.394	4.57E-03	1.46E-03
838.13	1500	8423.172	4.58E-03	1.46E-03
839.13	1500	8437.956	4.58E-03	1.46E-03
840.13	1500	8456.827	4.59E-03	1.46E-03
841.13	1500	8462.558	4.59E-03	1.46E-03
842.13	1500	8483.872	4.59E-03	1.46E-03
843.13	1500	8484.669	4.60E-03	1.46E-03
844.13	1500	8491.184	4.60E-03	1.46E-03
845.13	1500	8515.416	4.61E-03	1.45E-03
846.13	1500	8520.558	4.61E-03	1.45E-03
847.13	1500	8528.523	4.61E-03	1.45E-03
848.13	1500	8523.334	4.62E-03	1.45E-03
849.13	1500	8532.677	4.62E-03	1.45E-03
850.13	1500	8554.638	4.62E-03	1.45E-03
851.13	1500	8549.25	4.63E-03	1.45E-03
852.13	1500	8557.805	4.63E-03	1.45E-03
853.13	1500	8576.95	4.64E-03	1.44E-03
854.13	1500	8599.828	4.64E-03	1.44E-03
855.13	1500	8603.435	4.64E-03	1.44E-03
856.13	1500	8619.47	4.65E-03	1.44E-03
857.13	1500	8625.545	4.65E-03	1.44E-03
858.13	1500	8636.794	4.65E-03	1.44E-03
859.13	1500	8649.659	4.66E-03	1.44E-03
860.13	1500	8648.64	4.66E-03	1.44E-03
861.13	1500	8648.466	4.67E-03	1.44E-03
862.13	1500	8666.78	4.67E-03	1.43E-03
863.13	1500	8677.995	4.68E-03	1.43E-03
864.13	1500	8686.959	4.68E-03	1.43E-03
865.13	1500	8685.383	4.68E-03	1.43E-03
866.13	1500	8712.787	4.69E-03	1.43E-03
867.13	1500	8721.768	4.69E-03	1.43E-03
868.13	1500	8726.452	4.70E-03	1.43E-03
869.13	1500	8744.389	4.70E-03	1.42E-03
870.13	1500	8750.421	4.70E-03	1.42E-03
871.13	1500	8751.46	4.71E-03	1.42E-03
872.13	1500	8775.353	4.71E-03	1.42E-03
873.13	1500	8784.307	4.72E-03	1.42E-03
874.13	1500	8795.906	4.72E-03	1.42E-03
875.13	1500	8789.089	4.72E-03	1.42E-03
876.13	1500	8799.271	4.73E-03	1.42E-03
877.13	1500	8806.405	4.73E-03	1.42E-03
878.13	1500	8818.659	4.74E-03	1.41E-03
879.13	1500	8837.05	4.74E-03	1.41E-03
880.13	1500	8849.439	4.74E-03	1.41E-03
881.13	1500	8860.794	4.75E-03	1.41E-03
882.13	1500	8868.238	4.75E-03	1.41E-03
883.13	1500	8887.388	4.76E-03	1.41E-03
884.13	1500	8890.472	4.76E-03	1.41E-03
885.13	1500	8895.721	4.76E-03	1.40E-03
886.13	1500	8901.116	4.77E-03	1.40E-03
887.13	1500	8909.742	4.77E-03	1.40E-03
888.13	1500	8913.654	4.78E-03	1.40E-03
889.13	1500	8937.881	4.78E-03	1.40E-03
890.13	1500	8930.897	4.78E-03	1.40E-03
891.13	1500	8951.776	4.79E-03	1.40E-03
892.13	1500	8968.602	4.79E-03	1.40E-03
893.13	1500	8967.063	4.80E-03	1.40E-03
894.13	1500	8991.488	4.80E-03	1.39E-03
895.13	1500	8998.284	4.80E-03	1.39E-03
896.13	1500	9003.786	4.81E-03	1.39E-03
897.13	1500	9017.77	4.81E-03	1.39E-03
898.13	1500	9026.318	4.82E-03	1.39E-03
899.13	1500	9034.975	4.82E-03	1.39E-03
900.13	1500	9040.763	4.82E-03	1.39E-03
901.13	1500	9037.379	4.83E-03	1.39E-03
902.13	1500	9054.148	4.83E-03	1.38E-03
903.13	1500	9066.274	4.84E-03	1.38E-03
904.13	1500	9080.956	4.84E-03	1.38E-03
905.13	1500	9111.781	4.85E-03	1.38E-03
906.13	1500	9101.502	4.85E-03	1.38E-03
907.13	1500	9115.823	4.85E-03	1.38E-03
908.13	1500	9111.173	4.85E-03	1.38E-03
909.13	1500	9131.49	4.86E-03	1.37E-03
910.13	1500	9147.001	4.86E-03	1.37E-03
911.13	1500	9139.79	4.87E-03	1.37E-03
912.13	1500	9144.445	4.87E-03	1.37E-03
913.13	1500	9172.34	4.88E-03	1.37E-03
914.13	1500	9177.234	4.88E-03	1.37E-03
915.13	1500	9180.339	4.88E-03	1.37E-03
916.13	1500	9201.138	4.89E-03	1.36E-03
917.13	1500	9211.757	4.89E-03	1.36E-03
918.13	1500	9218.477	4.90E-03	1.36E-03
919.13	1500	9229.539	4.90E-03	1.36E-03
920.13	1500	9230.465	4.90E-03	1.36E-03
921.13	1500	9237.277	4.91E-03	1.36E-03
922.13	1500	9241.981	4.91E-03	1.36E-03
923.13	1500	9263.881	4.92E-03	1.36E-03
924.13	1500	9271.04	4.92E-03	1.36E-03
925.13	1500	9285.164	4.92E-03	1.35E-03
926.13	1500	9286.027	4.93E-03	1.35E-03
927.13	1500	9296.065	4.93E-03	1.35E-03
928.13	1500	9297.621	4.94E-03	1.35E-03
929.13	1500	9306.615	4.94E-03	1.35E-03
930.13	1500	9336.123	4.94E-03	1.35E-03
