Time (s)	Pc (psi)	SigD (psi)	Ex (E)	Ey (E)
1954.13	1500	16189.75	9.04E-03	-1.57E-03
1955.13	1500	16193.14	9.04E-03	-1.58E-03
1956.13	1500	16193.4	9.04E-03	-1.58E-03
1957.13	1500	16196.84	9.05E-03	-1.59E-03
1958.13	1500	16213.78	9.06E-03	-1.59E-03
1959.13	1500	16208.37	9.06E-03	-1.60E-03
1960.13	1500	16219.39	9.07E-03	-1.61E-03
1961.13	1500	16208.6	9.07E-03	-1.61E-03
1962.13	1500	16233.79	9.07E-03	-1.62E-03
1963.13	1500	16217.75	9.07E-03	-1.62E-03
1964.13	1500	16215.16	9.08E-03	-1.63E-03
1965.13	1500	16229.22	9.08E-03	-1.63E-03
1966.13	1500	16246.62	9.09E-03	-1.64E-03
1967.13	1500	16221.94	9.09E-03	-1.65E-03
1968.13	1500	16224.97	9.09E-03	-1.65E-03
1969.13	1500	16234.52	9.10E-03	-1.66E-03
1970.13	1500	16243.73	9.10E-03	-1.66E-03
1971.13	1500	16242.83	9.11E-03	-1.67E-03
1972.13	1500	16254.81	9.11E-03	-1.68E-03
1973.13	1500	16266.24	9.12E-03	-1.68E-03
1974.13	1500	16254.53	9.12E-03	-1.69E-03
1975.13	1500	16290.75	9.12E-03	-1.70E-03
1976.13	1500	16261.91	9.13E-03	-1.70E-03
1977.13	1500	16272.19	9.13E-03	-1.71E-03
1978.13	1500	16273.46	9.13E-03	-1.71E-03
1979.13	1500	16269.73	9.14E-03	-1.72E-03
1980.13	1500	16267.09	9.14E-03	-1.72E-03
1981.13	1500	16299.5	9.15E-03	-1.73E-03
1982.13	1500	16290.02	9.15E-03	-1.74E-03
1983.13	1500	16286.39	9.15E-03	-1.74E-03
1984.13	1500	16291.01	9.16E-03	-1.75E-03
1985.13	1500	16288.47	9.16E-03	-1.75E-03
1986.13	1500	16299.78	9.17E-03	-1.76E-03
1987.13	1500	16297.39	9.17E-03	-1.77E-03
1988.13	1500	16325.45	9.18E-03	-1.78E-03
1989.13	1500	16320.77	9.18E-03	-1.78E-03
1990.13	1500	16330.43	9.18E-03	-1.79E-03
1991.13	1500	16317.04	9.19E-03	-1.79E-03
1992.13	1500	16315.91	9.19E-03	-1.80E-03
1993.13	1500	16308.93	9.20E-03	-1.80E-03
1994.13	1500	16333.98	9.20E-03	-1.81E-03
1995.13	1500	16309.25	9.20E-03	-1.81E-03
1996.13	1500	16334	9.21E-03	-1.82E-03
1997.13	1500	16337.09	9.21E-03	-1.83E-03
1998.13	1500	16342.99	9.22E-03	-1.84E-03
1999.13	1500	16356.98	9.22E-03	-1.84E-03
2000.13	1500	16348.28	9.22E-03	-1.85E-03
2001.13	1500	16322.48	9.22E-03	-1.85E-03
2002.13	1500	16343.3	9.23E-03	-1.86E-03
2003.13	1500	16340.59	9.23E-03	-1.86E-03
2004.13	1500	16343.2	9.24E-03	-1.87E-03
2005.13	1500	16353.92	9.24E-03	-1.88E-03
2006.13	1500	16361.58	9.25E-03	-1.88E-03
2007.13	1500	16374.73	9.25E-03	-1.89E-03
2008.13	1500	16369.88	9.26E-03	-1.90E-03
2009.13	1500	16359.25	9.26E-03	-1.90E-03
2010.13	1500	16372.13	9.26E-03	-1.91E-03
2011.13	1500	16374.67	9.27E-03	-1.92E-03
2012.13	1500	16383.37	9.27E-03	-1.92E-03
2013.13	1500	16370.07	9.27E-03	-1.93E-03
2014.13	1500	16369.27	9.28E-03	-1.93E-03
2015.13	1500	16399.94	9.28E-03	-1.94E-03
2016.13	1500	16374.91	9.29E-03	-1.95E-03
2017.13	1500	16406.99	9.29E-03	-1.96E-03
2018.13	1500	16403.83	9.29E-03	-1.96E-03
2019.13	1500	16410.32	9.30E-03	-1.97E-03
2020.13	1500	16385.75	9.31E-03	-1.97E-03
2021.13	1500	16414.77	9.31E-03	-1.98E-03
2022.13	1500	16410.15	9.31E-03	-1.99E-03
2023.13	1500	16409.76	9.32E-03	-1.99E-03
2024.13	1500	16404.05	9.32E-03	-2.00E-03
2025.13	1500	16420.26	9.32E-03	-2.01E-03
2026.13	1500	16405.59	9.33E-03	-2.01E-03
2027.13	1500	16430.81	9.33E-03	-2.02E-03
2028.13	1500	16426.11	9.34E-03	-2.03E-03
2029.13	1500	16430.92	9.34E-03	-2.03E-03
2030.13	1500	16430.69	9.35E-03	-2.04E-03
2031.13	1500	16418.14	9.35E-03	-2.04E-03
2032.13	1500	16434.5	9.35E-03	-2.05E-03
2033.13	1500	16439.48	9.36E-03	-2.06E-03
2034.13	1500	16430.93	9.36E-03	-2.07E-03
2035.13	1500	16439.14	9.36E-03	-2.07E-03
2036.13	1500	16459.38	9.37E-03	-2.08E-03
2037.13	1500	16471.27	9.37E-03	-2.09E-03
2038.13	1500	16441.56	9.38E-03	-2.09E-03
2039.13	1500	16448.26	9.38E-03	-2.10E-03
2040.13	1500	16455.03	9.38E-03	-2.10E-03
2041.13	1500	16477.09	9.39E-03	-2.11E-03
2042.13	1500	16447.42	9.39E-03	-2.12E-03
2043.13	1500	16461.27	9.40E-03	-2.12E-03
2044.13	1500	16462.92	9.40E-03	-2.13E-03
2045.13	1500	16459.17	9.40E-03	-2.14E-03
2046.13	1500	16473.78	9.41E-03	-2.15E-03
2047.13	1500	16482.65	9.41E-03	-2.15E-03
2048.13	1500	16491.78	9.41E-03	-2.16E-03
2049.13	1500	16492.22	9.42E-03	-2.17E-03
2050.13	1500	16475.06	9.42E-03	-2.17E-03
2051.13	1500	16479.03	9.43E-03	-2.18E-03
2052.13	1500	16501.79	9.43E-03	-2.19E-03
2053.13	1500	16502.94	9.44E-03	-2.19E-03
2054.13	1500	16490.23	9.44E-03	-2.20E-03
2055.13	1500	16475.16	9.44E-03	-2.20E-03
2056.13	1500	16493.1	9.45E-03	-2.21E-03
2057.13	1500	16508.4	9.45E-03	-2.22E-03
2058.13	1500	16490.7	9.45E-03	-2.22E-03
2059.13	1500	16510.68	9.46E-03	-2.23E-03
2060.13	1500	16519.49	9.47E-03	-2.24E-03
2061.13	1500	16495.86	9.47E-03	-2.25E-03
2062.13	1500	16509.56	9.47E-03	-2.25E-03
2063.13	1500	16510.47	9.47E-03	-2.26E-03
2064.13	1500	16503.47	9.48E-03	-2.27E-03
2065.13	1500	16538.04	9.49E-03	-2.28E-03
2066.13	1500	16526.33	9.49E-03	-2.28E-03
2067.13	1500	16538.54	9.49E-03	-2.29E-03
2068.13	1500	16542.26	9.50E-03	-2.30E-03
2069.13	1500	16524.25	9.50E-03	-2.30E-03
2070.13	1500	16547.54	9.50E-03	-2.31E-03
2071.13	1500	16534.12	9.51E-03	-2.32E-03
2072.13	1500	16529.46	9.51E-03	-2.32E-03
2073.13	1500	16534	9.51E-03	-2.33E-03
2074.13	1500	16536.31	9.52E-03	-2.34E-03
2075.13	1500	16557.13	9.52E-03	-2.34E-03
2076.13	1500	16533.15	9.53E-03	-2.35E-03
2077.13	1500	16554.19	9.53E-03	-2.36E-03
2078.13	1500	16546.08	9.54E-03	-2.36E-03
2079.13	1500	16550.85	9.54E-03	-2.37E-03
2080.13	1500	16566.11	9.54E-03	-2.38E-03
2081.13	1500	16548.46	9.55E-03	-2.38E-03
2082.13	1500	16567.54	9.55E-03	-2.39E-03
2083.13	1500	16571.83	9.56E-03	-2.40E-03
2084.13	1500	16556.27	9.56E-03	-2.41E-03
2085.13	1500	16568.13	9.57E-03	-2.41E-03
2086.13	1500	16561.24	9.56E-03	-2.42E-03
2087.13	1500	16568.42	9.57E-03	-2.43E-03
2088.13	1500	16562.65	9.57E-03	-2.43E-03
2089.13	1500	16592.61	9.58E-03	-2.45E-03
2090.13	1500	16575.98	9.58E-03	-2.45E-03
2091.13	1500	16601.64	9.59E-03	-2.46E-03
2092.13	1500	16569.13	9.59E-03	-2.46E-03
2093.13	1500	16597	9.60E-03	-2.47E-03
2094.13	1500	16587.78	9.60E-03	-2.48E-03
2095.13	1500	16580.52	9.61E-03	-2.49E-03
2096.13	1500	16579.54	9.61E-03	-2.49E-03
2097.13	1500	16594.25	9.61E-03	-2.50E-03
2098.13	1500	16593.37	9.62E-03	-2.51E-03
2099.13	1500	16598.24	9.62E-03	-2.52E-03
2100.13	1500	16617.51	9.63E-03	-2.53E-03
2101.13	1500	16604.93	9.63E-03	-2.53E-03
2102.13	1500	16601.73	9.63E-03	-2.54E-03
2103.13	1500	16609.15	9.64E-03	-2.54E-03
2104.13	1500	16617.9	9.64E-03	-2.55E-03
2105.13	1500	16612.79	9.65E-03	-2.56E-03
2106.13	1500	16615.64	9.65E-03	-2.57E-03
2107.13	1500	16622.4	9.65E-03	-2.57E-03
2108.13	1500	16596.66	9.66E-03	-2.58E-03
2109.13	1500	16601.07	9.66E-03	-2.58E-03
2110.13	1500	16609.89	9.67E-03	-2.59E-03
2111.13	1500	16633.95	9.67E-03	-2.60E-03
2112.13	1500	16616.37	9.67E-03	-2.61E-03
2113.13	1500	16619.07	9.67E-03	-2.61E-03
2114.13	1500	16625.99	9.68E-03	-2.62E-03
2115.13	1500	16621.82	9.68E-03	-2.63E-03
2116.13	1500	16645.91	9.69E-03	-2.64E-03
2117.13	1500	16645.3	9.69E-03	-2.65E-03
2118.13	1500	16640.14	9.69E-03	-2.65E-03
2119.13	1500	16641.73	9.70E-03	-2.66E-03
2120.13	1500	16637.1	9.70E-03	-2.67E-03
2121.13	1500	16639.03	9.71E-03	-2.68E-03
2122.13	1500	16639.01	9.71E-03	-2.68E-03
2123.13	1500	16657.21	9.72E-03	-2.69E-03
2124.13	1500	16657.12	9.72E-03	-2.70E-03
2125.13	1500	16658.85	9.72E-03	-2.71E-03
2126.13	1500	16645.35	9.73E-03	-2.71E-03
2127.13	1500	16652.89	9.73E-03	-2.72E-03
2128.13	1500	16681.41	9.73E-03	-2.73E-03
2129.13	1500	16665.89	9.74E-03	-2.74E-03
2130.13	1500	16679.5	9.74E-03	-2.75E-03
2131.13	1500	16645.01	9.75E-03	-2.75E-03
2132.13	1500	16665.75	9.75E-03	-2.76E-03
2133.13	1500	16684.93	9.76E-03	-2.77E-03
2134.13	1500	16657.82	9.76E-03	-2.77E-03
2135.13	1500	16664.84	9.76E-03	-2.78E-03
2136.13	1500	16667.98	9.77E-03	-2.79E-03
2137.13	1500	16699.68	9.77E-03	-2.80E-03
2138.13	1500	16676.17	9.78E-03	-2.81E-03
2139.13	1500	16680.46	9.78E-03	-2.81E-03
2140.13	1500	16684.9	9.79E-03	-2.82E-03
2141.13	1500	16674.56	9.79E-03	-2.83E-03
2142.13	1500	16693.56	9.79E-03	-2.84E-03
2143.13	1500	16691.22	9.80E-03	-2.84E-03
2144.13	1500	16680.65	9.80E-03	-2.85E-03
2145.13	1500	16694.54	9.81E-03	-2.86E-03
2146.13	1500	16692.22	9.81E-03	-2.87E-03
2147.13	1500	16687.79	9.82E-03	-2.87E-03
2148.13	1500	16692.58	9.81E-03	-2.88E-03
2149.13	1500	16689.86	9.82E-03	-2.89E-03
2150.13	1500	16704.13	9.82E-03	-2.90E-03
2151.13	1500	16692.56	9.83E-03	-2.90E-03
2152.13	1500	16694.53	9.83E-03	-2.91E-03
2153.13	1500	16699.73	9.84E-03	-2.92E-03
2154.13	1500	16688.16	9.84E-03	-2.93E-03
2155.13	1500	16690.71	9.84E-03	-2.93E-03
2156.13	1500	16705.53	9.85E-03	-2.94E-03
2157.13	1500	16712.43	9.85E-03	-2.95E-03
2158.13	1500	16720.62	9.85E-03	-2.96E-03
2159.13	1500	16708.6	9.86E-03	-2.97E-03
2160.13	1500	16702.18	9.86E-03	-2.97E-03
2161.13	1500	16714.36	9.87E-03	-2.98E-03
2162.13	1500	16726.75	9.87E-03	-2.99E-03
2163.13	1500	16730.17	9.88E-03	-3.00E-03
2164.13	1500	16720.48	9.88E-03	-3.01E-03
2165.13	1500	16741.63	9.89E-03	-3.02E-03
2166.13	1500	16735.88	9.89E-03	-3.03E-03
2167.13	1500	16722.92	9.89E-03	-3.03E-03
2168.13	1500	16717.45	9.90E-03	-3.04E-03
2169.13	1500	16737.44	9.90E-03	-3.05E-03
2170.13	1500	16717.89	9.90E-03	-3.06E-03
2171.13	1500	16742.04	9.91E-03	-3.07E-03
2172.13	1500	16745.15	9.91E-03	-3.07E-03
2173.13	1500	16731.23	9.92E-03	-3.08E-03
2174.13	1500	16723	9.92E-03	-3.09E-03
2175.13	1500	16732.18	9.93E-03	-3.10E-03
2176.13	1500	16732.31	9.93E-03	-3.10E-03
2177.13	1500	16731.04	9.93E-03	-3.11E-03
2178.13	1500	16728.98	9.94E-03	-3.12E-03
2179.13	1500	16728.53	9.94E-03	-3.13E-03
2180.13	1500	16741.68	9.94E-03	-3.14E-03
2181.13	1500	16725.86	9.95E-03	-3.14E-03
2182.13	1500	16747.33	9.95E-03	-3.15E-03
2183.13	1500	16755.5	9.95E-03	-3.16E-03
2184.13	1500	16749.23	9.96E-03	-3.17E-03
2185.13	1500	16748.43	9.96E-03	-3.18E-03
2186.13	1500	16745.06	9.97E-03	-3.19E-03
2187.13	1500	16747.5	9.97E-03	-3.19E-03
2188.13	1500	16758.37	9.98E-03	-3.20E-03
2189.13	1500	16742.08	9.98E-03	-3.21E-03
2190.13	1500	16757.01	9.99E-03	-3.22E-03
2191.13	1500	16759.06	9.99E-03	-3.23E-03
2192.13	1500	16765.57	9.99E-03	-3.24E-03
2193.13	1500	16750.49	1.00E-02	-3.24E-03
2194.13	1500	16754.76	1.00E-02	-3.25E-03
2195.13	1500	16758.86	1.00E-02	-3.26E-03
2196.13	1500	16780.94	1.00E-02	-3.27E-03
2197.13	1500	16780.76	1.00E-02	-3.28E-03
2198.13	1500	16780.11	1.00E-02	-3.28E-03
2199.13	1500	16774.14	1.00E-02	-3.29E-03
2200.13	1500	16765.72	1.00E-02	-3.30E-03
2201.13	1500	16774.45	1.00E-02	-3.31E-03
2202.13	1500	16761.72	1.00E-02	-3.31E-03
2203.13	1500	16756.19	1.00E-02	-3.32E-03
2204.13	1500	16780.16	1.00E-02	-3.33E-03
2205.13	1500	16769.77	1.00E-02	-3.34E-03
2206.13	1500	16758.41	1.00E-02	-3.35E-03
2207.13	1500	16769.16	1.01E-02	-3.36E-03
2208.13	1500	16777.92	1.01E-02	-3.37E-03
2209.13	1500	16780.5	1.01E-02	-3.37E-03
2210.13	1500	16783.96	1.01E-02	-3.38E-03
2211.13	1500	16791.55	1.01E-02	-3.39E-03
2212.13	1500	16779.43	1.01E-02	-3.40E-03
2213.13	1500	16779.9	1.01E-02	-3.41E-03
2214.13	1500	16776.69	1.01E-02	-3.41E-03
2215.13	1500	16783.17	1.01E-02	-3.42E-03
2216.13	1500	16788.86	1.01E-02	-3.43E-03
2217.13	1500	16780.57	1.01E-02	-3.44E-03
2218.13	1500	16773.67	1.01E-02	-3.45E-03
2219.13	1500	16782.21	1.01E-02	-3.46E-03
2220.13	1500	16814.54	1.01E-02	-3.47E-03
2221.13	1500	16760.67	1.01E-02	-3.47E-03
2222.13	1500	16800.61	1.01E-02	-3.48E-03
2223.13	1500	16773.23	1.01E-02	-3.49E-03
2224.13	1500	16787.33	1.01E-02	-3.50E-03
2225.13	1500	16802.14	1.01E-02	-3.51E-03
2226.13	1500	16802.83	1.01E-02	-3.52E-03
2227.13	1500	16795.12	1.01E-02	-3.52E-03
2228.13	1500	16779.12	1.01E-02	-3.53E-03
2229.13	1500	16796.68	1.01E-02	-3.54E-03
2230.13	1500	16810.58	1.01E-02	-3.55E-03
2231.13	1500	16804.15	1.01E-02	-3.56E-03
2232.13	1500	16788.06	1.02E-02	-3.56E-03
2233.13	1500	16791.97	1.02E-02	-3.57E-03
2234.13	1500	16793.85	1.02E-02	-3.58E-03
2235.13	1500	16808.38	1.02E-02	-3.59E-03
2236.13	1500	16804.78	1.02E-02	-3.60E-03
2237.13	1500	16806.94	1.02E-02	-3.61E-03
2238.13	1500	16793.52	1.02E-02	-3.62E-03
2239.13	1500	16815.96	1.02E-02	-3.63E-03
2240.13	1500	16813.11	1.02E-02	-3.64E-03
2241.13	1500	16798.98	1.02E-02	-3.65E-03
2242.13	1500	16799.59	1.02E-02	-3.66E-03
2243.13	1500	16803.59	1.02E-02	-3.66E-03
2244.13	1500	16809.59	1.02E-02	-3.67E-03
2245.13	1500	16811.12	1.02E-02	-3.68E-03
2246.13	1500	16808.22	1.02E-02	-3.69E-03
2247.13	1500	16796.56	1.02E-02	-3.70E-03
2248.13	1500	16800.02	1.02E-02	-3.71E-03
2249.13	1500	16807.31	1.02E-02	-3.72E-03
2250.13	1500	16799.19	1.02E-02	-3.72E-03
2251.13	1500	16795.39	1.02E-02	-3.73E-03
2252.13	1500	16814.95	1.02E-02	-3.74E-03
2253.13	1500	16808.57	1.02E-02	-3.75E-03
2254.13	1500	16806.94	1.02E-02	-3.76E-03
2255.13	1500	16809.39	1.02E-02	-3.77E-03
2256.13	1500	16809.57	1.02E-02	-3.78E-03
2257.13	1500	16808.86	1.03E-02	-3.79E-03
2258.13	1500	16820.38	1.03E-02	-3.80E-03
2259.13	1500	16823.94	1.03E-02	-3.81E-03
2260.13	1500	16816.93	1.03E-02	-3.81E-03
2261.13	1500	16812.04	1.03E-02	-3.82E-03
2262.13	1500	16816.62	1.03E-02	-3.83E-03
2263.13	1500	16815.75	1.03E-02	-3.84E-03
2264.13	1500	16825.48	1.03E-02	-3.85E-03
2265.13	1500	16821.4	1.03E-02	-3.86E-03
2266.13	1500	16818.05	1.03E-02	-3.87E-03
2267.13	1500	16801.12	1.03E-02	-3.87E-03
2268.13	1500	16817.27	1.03E-02	-3.88E-03
2269.13	1500	16820.65	1.03E-02	-3.89E-03
2270.13	1500	16808.81	1.03E-02	-3.90E-03
2271.13	1500	16808.92	1.03E-02	-3.91E-03
2272.13	1500	16826.58	1.03E-02	-3.92E-03
2273.13	1500	16818.32	1.03E-02	-3.93E-03
2274.13	1500	16827.58	1.03E-02	-3.94E-03
2275.13	1500	16819.18	1.03E-02	-3.95E-03
2276.13	1500	16820.04	1.03E-02	-3.96E-03
2277.13	1500	16813.86	1.03E-02	-3.96E-03
2278.13	1500	16834.31	1.03E-02	-3.97E-03
2279.13	1500	16828.24	1.03E-02	-3.98E-03
2280.13	1500	16811.85	1.03E-02	-3.99E-03
2281.13	1500	16813.83	1.03E-02	-4.00E-03
2282.13	1500	16829.71	1.03E-02	-4.01E-03
2283.13	1500	16817.94	1.04E-02	-4.02E-03
2284.13	1500	16813.46	1.04E-02	-4.03E-03
2285.13	1500	16845.51	1.04E-02	-4.04E-03
2286.13	1500	16827.79	1.04E-02	-4.05E-03
2287.13	1500	16798.75	1.04E-02	-4.05E-03
2288.13	1500	16825.9	1.04E-02	-4.07E-03
2289.13	1500	16824.91	1.04E-02	-4.08E-03
2290.13	1500	16819.75	1.04E-02	-4.08E-03
2291.13	1500	16819.56	1.04E-02	-4.09E-03
2292.13	1500	16826.72	1.04E-02	-4.10E-03
2293.13	1500	16825.59	1.04E-02	-4.11E-03
2294.13	1500	16825.4	1.04E-02	-4.12E-03
2295.13	1500	16826.24	1.04E-02	-4.13E-03
2296.13	1500	16832.68	1.04E-02	-4.14E-03
2297.13	1500	16842.92	1.04E-02	-4.15E-03
2298.13	1500	16826.39	1.04E-02	-4.16E-03
2299.13	1500	16821.64	1.04E-02	-4.17E-03
2300.13	1500	16811.72	1.04E-02	-4.17E-03
2301.13	1500	16808.99	1.04E-02	-4.18E-03
2302.13	1500	16827.08	1.04E-02	-4.19E-03
2303.13	1500	16821.08	1.04E-02	-4.20E-03
2304.13	1500	16819.92	1.04E-02	-4.21E-03
2305.13	1500	16810.42	1.04E-02	-4.22E-03
2306.13	1500	16818.88	1.04E-02	-4.23E-03
2307.13	1500	16797.32	1.05E-02	-4.23E-03
2308.13	1500	16807.93	1.05E-02	-4.25E-03
2309.13	1500	16827.99	1.05E-02	-4.26E-03
2310.13	1500	16819.74	1.05E-02	-4.27E-03
2311.13	1500	16807.55	1.05E-02	-4.27E-03
2312.13	1500	16796.4	1.05E-02	-4.28E-03
2313.13	1500	16824.55	1.05E-02	-4.29E-03
2314.13	1500	16801.83	1.05E-02	-4.30E-03
2315.13	1500	16818.54	1.05E-02	-4.31E-03
2316.13	1500	16821.89	1.05E-02	-4.32E-03
2317.13	1500	16821.37	1.05E-02	-4.33E-03
2318.13	1500	16813	1.05E-02	-4.34E-03
2319.13	1500	16816.92	1.05E-02	-4.35E-03
2320.13	1500	16818.41	1.05E-02	-4.36E-03
2321.13	1500	16819.32	1.05E-02	-4.37E-03
2322.13	1500	16810.44	1.05E-02	-4.37E-03
2323.13	1500	16818.09	1.05E-02	-4.39E-03
2324.13	1500	16800.31	1.05E-02	-4.39E-03
2325.13	1500	16813.46	1.05E-02	-4.40E-03
2326.13	1500	16808.43	1.05E-02	-4.41E-03
2327.13	1500	16814.72	1.05E-02	-4.42E-03
2328.13	1500	16829.38	1.05E-02	-4.43E-03
2329.13	1500	16803.96	1.05E-02	-4.44E-03
2330.13	1500	16833.94	1.05E-02	-4.45E-03
2331.13	1500	16802.74	1.05E-02	-4.46E-03
2332.13	1500	16793.2	1.06E-02	-4.47E-03
2333.13	1500	16803.87	1.06E-02	-4.48E-03
2334.13	1500	16805.84	1.06E-02	-4.49E-03
2335.13	1500	16808.65	1.06E-02	-4.50E-03
2336.13	1500	16804.98	1.06E-02	-4.51E-03
2337.13	1500	16822.58	1.06E-02	-4.52E-03
2338.13	1500	16797.96	1.06E-02	-4.52E-03
2339.13	1500	16805.82	1.06E-02	-4.53E-03
2340.13	1500	16795.36	1.06E-02	-4.54E-03
2341.13	1500	16799.82	1.06E-02	-4.55E-03
2342.13	1500	16811.56	1.06E-02	-4.56E-03
2343.13	1500	16789.53	1.06E-02	-4.57E-03
2344.13	1500	16797.05	1.06E-02	-4.58E-03
2345.13	1500	16793.51	1.06E-02	-4.59E-03
2346.13	1500	16796.26	1.06E-02	-4.60E-03
2347.13	1500	16792.93	1.06E-02	-4.61E-03
2348.13	1500	16804.23	1.06E-02	-4.62E-03
2349.13	1500	16804.6	1.06E-02	-4.63E-03
2350.13	1500	16786.22	1.06E-02	-4.64E-03
2351.13	1500	16796.34	1.06E-02	-4.65E-03
2352.13	1500	16788.34	1.06E-02	-4.66E-03
2353.13	1500	16790.82	1.06E-02	-4.67E-03
2354.13	1500	16742.04	1.06E-02	-4.67E-03
2355.13	1500	16783.29	1.06E-02	-4.68E-03
2356.13	1500	16790.8	1.06E-02	-4.69E-03
2357.13	1500	16774.31	1.06E-02	-4.70E-03
2358.13	1500	16780.3	1.07E-02	-4.71E-03
2359.13	1500	16773.29	1.07E-02	-4.72E-03
2360.13	1500	16767.41	1.07E-02	-4.73E-03
2361.13	1500	16777.5	1.07E-02	-4.74E-03
2362.13	1500	16769.14	1.07E-02	-4.75E-03
2363.13	1500	16737.18	1.07E-02	-4.76E-03
2364.13	1500	16765.01	1.07E-02	-4.77E-03
2365.13	1500	16754.97	1.07E-02	-4.78E-03
2366.13	1500	16749.21	1.07E-02	-4.79E-03
2367.13	1500	16756.99	1.07E-02	-4.80E-03
2368.13	1500	16737.05	1.07E-02	-4.81E-03
2369.13	1500	16754.97	1.07E-02	-4.82E-03
2370.13	1500	16746.76	1.07E-02	-4.83E-03
2371.13	1500	16739.89	1.07E-02	-4.84E-03
2372.13	1500	16734.15	1.07E-02	-4.85E-03
2373.13	1500	16738.83	1.07E-02	-4.86E-03
2374.13	1500	16739.89	1.07E-02	-4.87E-03
2375.13	1500	16721.48	1.07E-02	-4.88E-03
2376.13	1500	16717.95	1.07E-02	-4.89E-03
2377.13	1500	16703.78	1.07E-02	-4.90E-03
2378.13	1500	16700.08	1.07E-02	-4.91E-03
2379.13	1500	16694.98	1.07E-02	-4.91E-03
2380.13	1500	16693.1	1.07E-02	-4.93E-03
2381.13	1500	16682.04	1.07E-02	-4.93E-03
2382.13	1500	16683.31	1.08E-02	-4.94E-03
2383.13	1500	16674.47	1.08E-02	-4.95E-03
2384.13	1500	16671.78	1.08E-02	-4.96E-03
2385.13	1500	16669.9	1.08E-02	-4.97E-03
2386.13	1500	16644.01	1.08E-02	-4.98E-03
2387.13	1500	16661.12	1.08E-02	-5.00E-03
2388.13	1500	16637.09	1.08E-02	-5.00E-03
2389.13	1500	16621.72	1.08E-02	-5.01E-03
2390.13	1500	16630.64	1.08E-02	-5.03E-03
2391.13	1500	16610.25	1.08E-02	-5.03E-03
2392.13	1500	16603.61	1.08E-02	-5.05E-03
2393.13	1500	16589.72	1.08E-02	-5.06E-03
2394.13	1500	16578.27	1.08E-02	-5.07E-03
2395.13	1500	16568.85	1.08E-02	-5.08E-03
2396.13	1500	16551.11	1.08E-02	-5.09E-03
2397.13	1500	16525.29	1.08E-02	-5.10E-03
2398.13	1500	16509.33	1.08E-02	-5.11E-03
2399.13	1500	16502.9	1.08E-02	-5.13E-03
2400.13	1500	16483.04	1.08E-02	-5.14E-03
2401.13	1500	16466.79	1.08E-02	-5.15E-03
2402.13	1500	16445.14	1.08E-02	-5.17E-03
2403.13	1500	16425.49	1.08E-02	-5.18E-03
2404.13	1500	16401.88	1.08E-02	-5.19E-03
2405.13	1500	16384.78	1.08E-02	-5.20E-03
2406.13	1500	16362.55	1.08E-02	-5.22E-03
2407.13	1500	16344.97	1.09E-02	-5.23E-03
2408.13	1500	16319.62	1.09E-02	-5.25E-03
2409.13	1500	16313.6	1.09E-02	-5.26E-03
2410.13	1500	16278.44	1.09E-02	-5.28E-03
2411.13	1500	16246.08	1.09E-02	-5.29E-03
2412.13	1500	16223.74	1.09E-02	-5.31E-03
2413.13	1500	16191.88	1.09E-02	-5.33E-03
2414.13	1500	16154.57	1.09E-02	-5.34E-03
2415.13	1500	16127.78	1.09E-02	-5.36E-03
2416.13	1500	16083.02	1.09E-02	-5.38E-03
2417.13	1500	16036.5	1.09E-02	-5.40E-03
2418.13	1500	16002.07	1.09E-02	-5.43E-03
2419.13	1500	15935.31	1.09E-02	-5.45E-03
2420.13	1500	15883.01	1.09E-02	-5.49E-03
2421.13	1500	15816.84	1.09E-02	-5.52E-03
2422.13	1500	15714.22	1.09E-02	-5.56E-03
2423.13	1500	15610.06	1.09E-02	-5.62E-03
