Depth(MD)	DTC	DTS	Bulk Density
[ft]	[us/ft]	[us/ft]	[g/cc]
4742.5	126.097	342.718	2.261
4743	126.708	348.622	2.251
4743.5	127.045	353.084	2.252
4744	127.551	355.771	2.257
4744.5	127.973	357.852	2.257
4745	128.699	359.337	2.254
4745.5	129.444	361.185	2.253
4746	130.443	363.004	2.255
4746.5	131.598	363.472	2.257
4747	131.961	365.679	2.254
4747.5	132.321	369.208	2.245
4748	132.039	371.342	2.236
4748.5	132.319	372.071	2.231
4749	132.268	371.632	2.233
4749.5	132.199	369.405	2.241
4750	131.826	367.77	2.25
4750.5	131.573	365.441	2.252
4751	131.44	363.818	2.247
4751.5	131.139	361.454	2.241
4752	131.22	361.335	2.237
4752.5	131.007	361.003	2.235
4753	131.021	362.752	2.234
4753.5	130.864	363.519	2.238
4754	130.66	363.726	2.245
4754.5	130.21	362.566	2.248
4755	130.193	360.938	2.245
4755.5	129.545	357.68	2.244
4756	128.917	353.757	2.245
4756.5	128.367	345.098	2.248
4757	127.665	334.757	2.253
4757.5	127.3	325.269	2.257
4758	126.452	316.088	2.258
4758.5	125.878	310.575	2.256
4759	125.624	308.795	2.251
4759.5	126.171	310.11	2.249
4760	126.482	309.407	2.255
4760.5	126.834	309.258	2.267
4761	127.368	308.886	2.277
4761.5	128.449	309.705	2.281
4762	130.118	307.867	2.279
4762.5	131.677	304.466	2.275
4763	133.802	302.319	2.267
4763.5	136.407	303.46	2.247
4764	138.876	307.188	2.208
4764.5	140.629	311.673	2.152
4765	140.24	317.786	2.093
4765.5	138.128	322.548	2.05
4766	136.585	326.144	2.03
4766.5	135.521	326.625	2.033
4767	134.106	324.772	2.051
4767.5	132.556	321.985	2.074
4768	130.708	319.306	2.092
4768.5	128.889	317.632	2.101
4769	128.107	316.954	2.093
4769.5	128.09	317.694	2.077
4770	129.205	318.987	2.066
4770.5	129.584	320.064	2.061
4771	128.872	320.869	2.06
4771.5	128.036	321.297	2.059
4772	126.899	322.55	2.06
4772.5	126.219	324.846	2.064
4773	125.406	327.18	2.067
4773.5	125.536	328.063	2.066
4774	125.591	326.661	2.061
4774.5	126.092	325.471	2.056
4775	126.417	324.191	2.051
4775.5	126.549	323.353	2.052
4776	126.486	323.823	2.057
4776.5	126.21	325.475	2.058
4777	125.99	327.301	2.051
4777.5	125.845	329.994	2.042
4778	125.762	333.468	2.036
4778.5	126.152	332.895	2.032
4779	126.954	331.95	2.031
4779.5	127.631	330.225	2.031
4780	127.628	329.455	2.03
4780.5	127.052	329.879	2.029
4781	126.479	328.825	2.033
4781.5	126.12	326.152	2.041
4782	126.142	324.194	2.048
4782.5	126.552	325.294	2.051
4783	127.014	327.588	2.051
4783.5	127.504	327.583	2.048
4784	127.441	328.042	2.052
4784.5	126.988	326.484	2.061
4785	126.21	323.554	2.064
4785.5	125.5	321.129	2.062
4786	125.404	324.367	2.061
4786.5	125.655	331.721	2.07
4787	126.039	349.226	2.082
4787.5	126.782	355.255	2.088
4788	127.531	361.536	2.083
4788.5	128.067	366.257	2.075
4789	128.256	370.875	2.066
4789.5	127.907	373.544	2.072
4790	127.687	372.569	2.109
4790.5	127.216	370.008	2.173
4791	127.121	364.981	2.239
4791.5	127.372	359.382	2.277
4792	127.822	355.311	2.284
4792.5	128.31	353.772	2.278
4793	128.368	353.269	2.273
4793.5	128.657	352.85	2.274
4794	128.948	352.072	2.279
4794.5	128.843	350.805	2.285
4795	128.331	347.215	2.286
4795.5	127.648	343.508	2.285
4796	127.697	341.855	2.285
4796.5	128.061	343.527	2.289
4797	128.067	346.886	2.295
4797.5	128.318	349.053	2.298
4798	128.674	352.836	2.294
4798.5	129.278	356.805	2.283
4799	129.95	361.212	2.274
4799.5	130.553	364.121	2.268
4800	130.924	365.397	2.266
4800.5	131.232	364.369	2.262
4801	131.24	364.144	2.26
4801.5	131.079	362.123	2.266
4802	130.553	359.709	2.277
4802.5	130.299	357.919	2.283
4803	130.142	356.576	2.282
4803.5	130.362	355.508	2.28
4804	130.474	354.564	2.276
4804.5	130.633	350.669	2.271
4805	131.112	341.075	2.269
4805.5	131.36	321.894	2.272
4806	131.842	303.564	2.273
4806.5	132.02	293.056	2.269
4807	131.626	291.418	2.259
4807.5	130.329	293.634	2.239
4808	128.321	295.005	2.215
4808.5	125.438	296.281	2.201
4809	122.729	295.626	2.208
4809.5	118.835	291.713	2.236
4810	117.108	289.633	2.269
4810.5	114.517	289.855	2.289
4811	113.374	294.758	2.291
4811.5	113.426	296.966	2.284
4812	114.164	298.901	2.277
4812.5	115.259	300.881	2.275
4813	115.561	301.537	2.279
4813.5	115.914	301.501	2.291
4814	116.1	299.733	2.305
4814.5	116.251	300.226	2.31
4815	116.563	299.668	2.308
4815.5	117.745	301.467	2.305
4816	118.936	301.778	2.302
4816.5	119.553	304.133	2.295
4817	119.533	302.199	2.286
4817.5	118.779	302.162	2.284
4818	118.392	300.378	2.289
4818.5	118.218	299.562	2.293
4819	118.511	298.844	2.291
4819.5	118.927	299.057	2.285
4820	119.991	300.017	2.281
4820.5	120.43	301.972	2.284
4821	120.678	304.246	2.289
4821.5	120.338	305.814	2.291
4822	120.12	307.861	2.29
4822.5	120.209	309.475	2.286
4823	120.796	314.019	2.278
4823.5	121.004	317.141	2.268
4824	121.489	319.902	2.26
4824.5	121.75	319.559	2.253
4825	122.155	318.125	2.247
4825.5	122.216	316.426	2.245
4826	121.971	318.473	2.244
4826.5	121.48	323.242	2.233
4827	121.765	327.386	2.213
4827.5	122.32	330.186	2.198
4828	122.896	331.964	2.2
4828.5	123.561	332.069	2.216
4829	124.187	331.241	2.244
4829.5	124.51	329.93	2.274
4830	124.716	330.981	2.291
4830.5	124.588	331.44	2.292
4831	124.719	332.511	2.287
4831.5	124.89	333.108	2.288
4832	124.988	332.367	2.292
4832.5	125.678	332.215	2.296
4833	126.334	332.089	2.302
4833.5	127.296	332.125	2.313
4834	127.577	332.039	2.319
4834.5	128.137	331.428	2.311
4835	129.322	328.797	2.297
4835.5	130.213	323.749	2.293
4836	130.313	315.299	2.3
4836.5	129.951	309.827	2.305
4837	129.496	304.118	2.291
4837.5	129.034	300.426	2.252
4838	128.624	300.07	2.191
4838.5	128.364	303.464	2.124
4839	128.161	311.53	2.076
4839.5	127.841	320.642	2.056
4840	126.414	327.831	2.056
4840.5	125.667	331.687	2.059
4841	125.096	332.858	2.062
4841.5	125.177	332.767	2.07
4842	125.286	331.418	2.081
4842.5	125.492	330.01	2.089
4843	125.586	328.86	2.089
4843.5	125.507	328.704	2.08
4844	125.485	328.292	2.068
4844.5	125.555	327.322	2.061
4845	125.598	326.501	2.066
4845.5	125.681	325.979	2.077
4846	125.492	324.929	2.084
4846.5	125.43	323.641	2.084
4847	125.023	321.91	2.083
4847.5	125.237	320.74	2.082
4848	124.484	320.111	2.08
4848.5	125.47	319.7	2.078
4849	125.617	319.328	2.076
4849.5	126.035	318.624	2.074
4850	126.191	317.555	2.074
4850.5	126.01	316.274	2.076
4851	125.594	315.087	2.083
4851.5	124.783	313.897	2.09
4852	123.751	314.15	2.092
4852.5	122.995	315.184	2.089
4853	123.339	316.969	2.084
4853.5	123.066	317.808	2.08
4854	123.923	318.322	2.078
4854.5	124.777	318.291	2.075
4855	125.075	318.95	2.07
4855.5	124.972	319.02	2.067
4856	124.689	319.27	2.066
4856.5	124.824	319.763	2.066
4857	125.084	321.265	2.064
4857.5	125.393	322.893	2.061
4858	125.733	325.086	2.057
4858.5	125.929	325.594	2.057
4859	125.939	326.066	2.065
4859.5	126.131	326.321	2.079
4860	126.268	325.691	2.086
4860.5	126.568	324.198	2.081
4861	126.807	323.305	2.072
4861.5	126.925	322.705	2.065
4862	126.462	323.027	2.063
4862.5	125.945	323.457	2.063
4863	125.279	322.82	2.062
4863.5	125.245	321.047	2.058
4864	124.606	319.848	2.056
4864.5	123.785	320.073	2.057
4865	122.804	321.885	2.058
4865.5	123.004	323.978	2.057
4866	123.7	325.122	2.055
4866.5	125.717	327.737	2.05
4867	126.642	330.992	2.045
4867.5	127.397	334.364	2.042
4868	127.911	334.784	2.046
4868.5	128.554	334.826	2.058
4869	128.66	334.628	2.071
4869.5	128.848	334.505	2.067
4870	128.694	332.981	2.053
4870.5	128.382	331.559	2.045
4871	127.229	331.222	2.05
4871.5	126.406	331.611	2.062
4872	125.791	332.406	2.072
4872.5	125.708	333.946	2.076
4873	125.833	336.448	2.072
4873.5	126.08	339.041	2.067
4874	126.376	342.924	2.066
4874.5	127.027	345.81	2.065
4875	127.084	348.953	2.062
4875.5	128.093	349.763	2.062
4876	127.958	348.8	2.068
4876.5	127.045	344.946	2.076
4877	125.816	341.665	2.08
4877.5	125.557	338.108	2.079
4878	125.367	334.426	2.077
4878.5	124.732	330.22	2.076
4879	124.241	326.51	2.079
4879.5	123.932	323.208	2.086
4880	124.139	321.405	2.098
4880.5	124.127	319.95	2.112
4881	124.555	319.134	2.121
4881.5	124.516	318.493	2.119
4882	124.579	318.679	2.109
4882.5	124.728	318.767	2.097
4883	125.235	318.974	2.089
4883.5	125.913	318.478	2.082
4884	125.584	318.834	2.076
4884.5	125.334	318.763	2.069
4885	124.912	320.469	2.062
4885.5	124.573	322.434	2.059
4886	123.785	324.999	2.061
4886.5	123.741	326.145	2.066
4887	124.658	324.915	2.077
4887.5	125.959	320.383	2.101
4888	126.665	316.75	2.125
4888.5	126.356	312.655	2.12
4889	125.591	311.357	2.089
4889.5	124.68	310.664	2.062
4890	124.5	312.36	2.057
4890.5	124.882	316.464	2.065
4891	125.669	320.064	2.071
4891.5	126.234	321.82	2.067
4892	126.577	322.019	2.054
4892.5	126.833	321.484	2.046
4893	126.442	320.58	2.047
4893.5	125.287	319.466	2.054
4894	124.391	318.951	2.062
4894.5	123.456	318.93	2.069
4895	122.514	319.849	2.071
4895.5	121.898	321.048	2.07
4896	122.367	321.397	2.069
4896.5	123.374	319.959	2.069
4897	124.65	318.648	2.069
4897.5	125.086	317.41	2.068
4898	125.522	317.188	2.069
4898.5	125.522	317.1	2.073
4899	125.494	316.947	2.078
4899.5	125.714	316.79	2.079
4900	126.044	316.947	2.074
4900.5	126.538	315.978	2.069
4901	126.439	316.121	2.068
4901.5	126.174	315.705	2.068
4902	126.054	317.557	2.061
4902.5	125.954	318.741	2.048
4903	126.244	319.559	2.038
4903.5	126.277	319.416	2.036
4904	125.71	319.141	2.038
4904.5	124.918	318.96	2.043
4905	124.358	318.815	2.047
4905.5	124.629	318.955	2.048
4906	125.109	319.221	2.044
4906.5	125.049	320.488	2.04
4907	124.81	323.277	2.043
4907.5	124.542	326.277	2.054
4908	124.359	326.989	2.07
4908.5	124.72	325.728	2.086
4909	125.698	324.724	2.088
4909.5	126.616	323.08	2.071
4910	126.904	320.619	2.051
4910.5	126.491	318.487	2.045
4911	125.332	318.333	2.045
4911.5	124.068	320.165	2.048
4912	122.435	320.564	2.065
4912.5	122.307	319.229	2.09
4913	120.893	317.632	2.098
4913.5	119.648	315.373	2.081
4914	119.59	313.906	2.058
4914.5	120.62	311.414	2.045
4915	123.529	312.016	2.043
4915.5	124.265	316.519	2.049
4916	123.958	325.804	2.053
4916.5	122.731	333.658	2.054
4917	122.098	339.997	2.061
4917.5	122.079	343.114	2.078
4918	122.286	342.917	2.095
4918.5	123.056	339.998	2.102
4919	123.918	336.242	2.102
4919.5	125.007	331.166	2.099
4920	125.819	327.418	2.09
4920.5	126.067	326.079	2.077
4921	125.487	324.991	2.068
4921.5	124.977	323.227	2.065
4922	124.207	320.581	2.07
4922.5	123.795	319.196	2.078
4923	124.04	318.067	2.084
4923.5	123.768	316.861	2.084
4924	122.996	315.044	2.087
4924.5	121.877	314.619	2.092
4925	120.935	314.126	2.089
4925.5	120.528	314.824	2.079
4926	122.04	316.136	2.07
4926.5	123.071	317.753	2.07
4927	123.51	319.053	2.074
4927.5	123.256	319.296	2.077
4928	122.521	318.835	2.077
4928.5	122.912	318.583	2.077
4929	121.895	318.395	2.079
4929.5	123.033	318.087	2.086
4930	122.59	317.386	2.098
4930.5	122.672	316.469	2.11
4931	121.505	317.005	2.111
4931.5	121.384	317.435	2.104
4932	119.656	317.918	2.098
4932.5	119.789	317.981	2.096
4933	119.756	317.61	2.096
4933.5	119.983	317.039	2.1
4934	120.21	316.068	2.111
4934.5	120.006	314.084	2.121
4935	119.376	310.796	2.127
4935.5	117.819	306.014	2.134
4936	117.063	304.219	2.142
4936.5	116.767	305.477	2.136
4937	118.022	309.368	2.109
4937.5	120.148	313.549	2.074
4938	122.094	316.904	2.05
4938.5	123.411	318.507	2.04
4939	124.364	318.915	2.036
4939.5	125.235	318.616	2.035
4940	125.382	318.049	2.034
4940.5	123.956	318.259	2.029
4941	122.982	318.757	2.024
4941.5	122.968	320.206	2.027
4942	123.389	318.738	2.034
4942.5	123.607	315.433	2.036
4943	123.404	305.966	2.031
4943.5	122.468	303.18	2.028
4944	121.669	304.414	2.027
4944.5	121.615	308.651	2.029
4945	122.153	309.478	2.034
4945.5	123.648	307.271	2.046
4946	124.187	305.465	2.064
4946.5	124.942	302.672	2.079
4947	125.283	300.842	2.079
4947.5	125.165	298.427	2.061
4948	124.836	299.456	2.042
4948.5	123.724	302.767	2.039
4949	123.167	307.432	2.054
4949.5	122.792	309.297	2.068
4950	122.143	312.543	2.07
4950.5	121.119	317.463	2.067
4951	119.519	324.415	2.068
4951.5	118.27	331.329	2.075
4952	117.781	339.753	2.083
4952.5	117.778	343.499	2.091
4953	118.12	341.623	2.095
4953.5	118.235	343.248	2.095
4954	117.731	342.729	2.101
4954.5	116.69	335.349	2.126
4955	114.913	321.548	2.177
4955.5	113.784	308.693	2.24
4956	113.172	297.877	2.285
4956.5	113.534	291.339	2.3
4957	114.534	289.897	2.299
4957.5	115.466	290.632	2.288
4958	115.978	293.553	2.271
4958.5	116.433	297.166	2.259
4959	116.509	298.189	2.255
4959.5	116.543	298.167	2.255
4960	116.636	300.092	2.257
4960.5	117.269	301.974	2.256
4961	118.429	308.892	2.244
4961.5	119.82	315.742	2.223
4962	121.27	322.608	2.204
4962.5	122.546	329.042	2.191
4963	123.069	335.402	2.187
4963.5	123.201	340.393	2.201
4964	123.398	344.541	2.22
4964.5	124.25	343.976	2.228
4965	125.57	342.08	2.235
4965.5	126.79	338.512	2.254
4966	127.27	333.609	2.272
4966.5	127.149	326.123	2.272
4967	125.888	322.263	2.265
4967.5	124.255	319.003	2.267
4968	122.092	317.782	2.271
4968.5	121.266	317.18	2.254
4969	121.05	316.145	2.226
4969.5	121.066	314.86	2.221
4970	121.094	316.947	2.246
4970.5	121.185	318.004	2.273
4971	121.847	317.868	2.283
4971.5	123.006	315.539	2.285
4972	123.337	316.019	2.285
4972.5	123.598	317.705	2.286
4973	123.749	320.242	2.29
4973.5	124.416	323.011	2.294
4974	124.765	327.014	2.294
4974.5	125.184	329.234	2.292
4975	125.137	329.037	2.293
4975.5	125.003	328.563	2.298
4976	124.812	326.877	2.302
4976.5	124.411	326.28	2.301
4977	123.734	324.143	2.295
4977.5	123.009	320.101	2.293
4978	122.227	316.633	2.3
4978.5	121.642	314.174	2.312
4979	121.173	310.572	2.32
4979.5	121.32	309.488	2.316
4980	121.832	307.224	2.306
4980.5	122.144	305.758	2.299
4981	121.888	305.482	2.297
4981.5	121.114	307.54	2.295
4982	120.616	309.415	2.292
4982.5	120.672	312.351	2.29
4983	120.995	314.26	2.293
4983.5	121.559	317.2	2.298
4984	122.253	318.49	2.305
4984.5	122.493	318.076	2.31
4985	122.628	316.646	2.314
4985.5	122.963	314.408	2.316
4986	124.063	314.254	2.316
4986.5	124.931	314.889	2.313
4987	125.686	316.605	2.309
4987.5	126.147	317.696	2.307
4988	126.513	317.989	2.306
4988.5	126.381	317.435	2.307
4989	125.903	316.652	2.307
4989.5	125.192	316.159	2.305
4990	125.063	316.478	2.302
4990.5	125.007	316.393	2.3
4991	125.033	316.602	2.304
4991.5	124.787	317.322	2.312
4992	124.43	317.746	2.315
4992.5	124.187	316.692	2.314
4993	124.195	313.941	2.314
4993.5	124.251	305.124	2.312
4994	124.281	294.522	2.308
4994.5	123.785	283.151	2.307
4995	122.89	276.196	2.309
4995.5	121.337	272.811	2.307
4996	120.206	276.004	2.297
4996.5	119.448	278.126	2.289
4997	119.16	281.663	2.285
4997.5	119.736	284.973	2.282
4998	119.837	286.333	2.283
4998.5	119.727	288.486	2.294
4999	119.031	290.05	2.308
4999.5	117.933	292.201	2.314
5000	116.615	293.719	2.317
5000.5	115.292	293.763	2.321
5001	114.413	292.578	2.326
5001.5	113.766	290.208	2.323
5002	113.959	286.766	2.316
5002.5	115.045	283.399	2.314
5003	116.592	278.261	2.316
5003.5	118.027	271.017	2.316
5004	119.612	266.318	2.312
5004.5	123.055	263.997	2.308
5005	126.714	268.849	2.296
5005.5	130.497	267.385	2.267
5006	135.108	271.821	2.227
5006.5	136.835	278.222	2.184
5007	138.223	289.956	2.143
5007.5	135.24	304.632	2.11
5008	132.212	317.998	2.105
5008.5	128.83	324.024	2.135
5009	125.32	324.128	2.181
5009.5	121.551	320.399	2.219
5010	118.876	313.127	2.244
5010.5	117.902	303.406	2.256
5011	118.395	294.525	2.253
5011.5	120.717	293.335	2.23
5012	121.459	297.962	2.182
5012.5	123.35	306.592	2.124
5013	124.608	315.462	2.079
5013.5	125.569	321.324	2.059
5014	125.233	326.256	2.054
5014.5	124.231	325.338	2.054
5015	122.916	327.485	2.057
5015.5	121.431	330.346	2.059
5016	120.467	332.751	2.058
5016.5	120.12	333.994	2.058
5017	120.28	332.181	2.064
5017.5	121.235	329.044	2.08
5018	121.897	322.396	2.099
5018.5	122.685	323.18	2.114
5019	123.361	321.506	2.113
5019.5	124.636	322.183	2.094
5020	124.598	321.972	2.07
5020.5	125.057	322.921	2.054
5021	124.59	323.638	2.05
5021.5	124.516	322.496	2.056
5022	124.028	321.551	2.066
5022.5	124.047	321.372	2.073
5023	123.742	321.703	2.07
5023.5	123.278	322.32	2.061
5024	122.551	321.528	2.056
5024.5	121.577	322.707	2.059
5025	120.526	320.95	2.072
5025.5	119.618	320.977	2.09
5026	119.215	315.9	2.102
5026.5	119.591	313.704	2.1
5027	120.61	314.495	2.091
5027.5	121.475	318.705	2.084
5028	122.43	321.196	2.081
5028.5	123.962	324.282	2.078
5029	125.601	329.026	2.073
5029.5	127.137	331.875	2.072
5030	127.276	337.145	2.076
5030.5	126.741	343.858	2.081
5031	126.29	339.139	2.087
5031.5	125.716	342.156	2.096
5032	125.494	342.732	2.101
5032.5	125.319	345.503	2.097
5033	125.628	344.79	2.091
5033.5	125.629	344.879	2.097
5034	125.793	344.528	2.117
5034.5	126.112	341.039	2.137
5035	126.596	338.99	2.148
5035.5	126.766	338.261	2.144
5036	126.794	340.437	2.123
5036.5	126.883	340.583	2.1
5037	126.839	338.565	2.103
5037.5	126.428	338.818	2.14
5038	125.999	340.974	2.177
5038.5	125.759	344.585	2.174
5039	126.471	348.54	2.146
5039.5	127.31	355.359	2.122
5040	128.354	362.177	2.106
5040.5	128.765	363.949	2.098
5041	129.652	359.727	2.105
5041.5	129.864	355.603	2.121
5042	130.105	354.808	2.126
5042.5	129.665	354.522	2.112
5043	129.035	355.963	2.089
5043.5	128.062	350.585	2.075
5044	127.131	350.366	2.076
5044.5	126.138	345.752	2.087
5045	125.214	338.46	2.108
5045.5	123.807	331.181	2.137
5046	122.019	324.925	2.165
5046.5	119.185	320.355	2.182
5047	117.899	314.67	2.189
5047.5	118.711	306.015	2.194
5048	122.571	299.835	2.201
5048.5	127.535	298.038	2.194
5049	131.197	302.145	2.152
5049.5	132.812	309.568	2.094
5050	132.47	316.888	2.061
5050.5	129.554	319.398	2.065
5051	125.726	318.894	2.096
5051.5	121.708	316.646	2.139
5052	118.564	314.657	2.17
5052.5	117.02	315.332	2.172
5053	116.312	313.992	2.158
5053.5	116.616	308.968	2.158
5054	116.895	299.771	2.185
5054.5	117.375	290.203	2.224
5055	117.731	280.538	2.247
5055.5	118.129	271.569	2.236
5056	118.79	265.542	2.205
5056.5	119.527	264.608	2.177
5057	120.719	268.867	2.155
5057.5	122.291	278.695	2.134
5058	123.121	288.647	2.113
5058.5	122.989	297.755	2.097
5059	121.419	301.963	2.094
5059.5	118.989	301.944	2.112
5060	116.236	296.764	2.148
5060.5	114.208	292.018	2.189
5061	112.936	288.673	2.215
5061.5	113.233	287.808	2.217
5062	113.951	285.853	2.211
5062.5	115.214	285.942	2.211
5063	115.805	288.128	2.204
5063.5	117.042	290.709	2.181
5064	118.579	293.744	2.153
5064.5	121.002	299.427	2.135
5065	122.359	306.987	2.125
5065.5	122.776	311.927	2.119
5066	122.327	312.668	2.116
5066.5	120.475	310.986	2.12
5067	118.343	306.166	2.131
5067.5	117.02	300.586	2.143
5068	116.931	294.568	2.151
5068.5	117.024	289.29	2.157
5069	116.88	286.338	2.163
5069.5	116.196	284.888	2.17
5070	115.205	284.612	2.176
5070.5	113.829	284.561	2.183
5071	112.694	283.365	2.19
5071.5	112.656	280.512	2.203
5072	113.593	274.998	2.223
5072.5	115.259	270.84	2.242
5073	117.68	272.549	2.237
5073.5	120.634	279.442	2.203
5074	123.477	296.382	2.153
5074.5	125.967	299.83	2.109
5075	127.369	307.074	2.081
5075.5	127.785	312.709	2.07
5076	127.164	322.635	2.066
5076.5	126.312	330.621	2.059
5077	125.55	335.498	2.049
5077.5	124.98	333.292	2.05
5078	124.202	328.647	2.066
5078.5	122.876	320.532	2.089
5079	121.117	314.192	2.104
5079.5	120.076	308.648	2.11
5080	119.193	306.954	2.114
5080.5	118.291	306.859	2.12
5081	116.838	306.795	2.127
5081.5	115.855	306.513	2.137
5082	115.155	303.65	2.15
5082.5	114.781	300.068	2.162
5083	114.598	297.758	2.167
5083.5	114.96	298.651	2.167
5084	115.811	300.156	2.166
5084.5	117.312	302.36	2.158
5085	119.017	304.311	2.137
5085.5	120.69	312.05	2.111
5086	122.252	319.935	2.091
5086.5	122.911	327.698	2.081
5087	123.153	333.236	2.078
5087.5	123.145	337.155	2.081
5088	123.264	340.615	2.085
5088.5	122.415	341.04	2.087
5089	121.729	340.949	2.092
5089.5	120.464	337.473	2.115
5090	118.956	330.717	2.16
5090.5	117.259	321.386	2.208
5091	116.98	311.818	2.228
5091.5	117.708	304.949	2.206
5092	119.34	303.652	2.158
5092.5	120.927	308.157	2.111
5093	122.322	315.585	2.085
5093.5	123.051	322.855	2.08
5094	122.391	328.041	2.087
5094.5	120.292	327.412	2.107
5095	118.067	321.458	2.14
5095.5	117.399	314.075	2.166
5096	116.56	307.651	2.163
5096.5	116.938	303.793	2.14
5097	118.105	303.689	2.12
5097.5	120.167	306.971	2.111
5098	121.146	311.569	2.106
5098.5	121.248	315.612	2.103
5099	120.584	317.621	2.099
5099.5	119.952	317.9	2.093
5100	119.973	316.679	2.088
5100.5	120.68	315.226	2.09
5101	121.591	315.215	2.094
5101.5	122.518	316.338	2.094
5102	123.041	320.612	2.09
5102.5	123.425	322.771	2.079
5103	123.502	325.018	2.067
5103.5	124.184	327.929	2.064
5104	124.936	331.416	2.071
5104.5	125.554	333.96	2.076
5105	125.604	334.494	2.076
5105.5	125.483	334.972	2.072
5106	125.11	333.669	2.068
5106.5	124.2	331.184	2.062
5107	122.814	325.796	2.061
5107.5	120.327	318.224	2.073
5108	118.328	309.694	2.1
5108.5	117.476	302.092	2.129
5109	117.894	295.759	2.14
5109.5	119.799	291.81	2.135
5110	121.577	292.023	2.13
5110.5	122.808	296.486	2.122
5111	122.237	302.694	2.098
5111.5	120.83	306.931	2.072
5112	118.929	308.665	2.067
5112.5	117.567	307.32	2.087
5113	117.335	304.001	2.118
5113.5	118.464	299.585	2.14
5114	120.183	298.379	2.133
5114.5	121.68	301.347	2.102
5115	123.589	309.237	2.071
5115.5	124.86	317.357	2.055
5116	125.555	324.928	2.051
5116.5	125.541	327.528	2.05
5117	125.2	329.362	2.048
5117.5	124.683	330.657	2.047
5118	124.392	332.554	2.051
5118.5	123.732	332.329	2.061
5119	122.895	331.08	2.071
5119.5	122.507	329.503	2.073
5120	122.092	328.654	2.068
5120.5	122.261	327.748	2.063
5121	122.471	326.176	2.058
5121.5	122.947	325.471	2.049
5122	123.381	326.8	2.044
5122.5	123.807	327.808	2.048
5123	124.228	330.316	2.058
5123.5	124.682	331.775	2.067
5124	124.588	332.785	2.071
5124.5	124.524	333.124	2.071
5125	124.269	333.066	2.068
5125.5	124.182	332.752	2.065
5126	123.821	332.28	2.068
5126.5	123.419	330.966	2.074
5127	123.776	329.827	2.082
5127.5	124.551	331.167	2.096
5128	125.866	331.702	2.111
5128.5	125.481	332.332	2.111
5129	125.487	331.982	2.096
5129.5	125.624	331.363	2.08
5130	125.723	331.287	2.073
5130.5	126.277	332.255	2.072
5131	127.021	333.086	2.07
5131.5	128.211	333.908	2.063
5132	129.344	334.414	2.057
5132.5	129.561	336.978	2.058
5133	128.956	340.302	2.064
5133.5	127.79	344.301	2.068
5134	126.856	346.745	2.066
5134.5	126.395	348.056	2.064
5135	126.12	348.987	2.063
5135.5	126.282	351.616	2.064
5136	126.598	353.152	2.065
5136.5	126.997	355.415	2.067
5137	127.507	355.197	2.068
5137.5	127.976	356.306	2.07
5138	128.6	355.67	2.074
5138.5	128.805	355.896	2.073
5139	128.556	356.052	2.066
5139.5	127.841	357.748	2.062
5140	127.208	360.704	2.067
5140.5	126.722	365.597	2.072
5141	126.666	369.73	2.071
5141.5	127.076	371.172	2.066
5142	127.79	367.778	2.061
5142.5	127.965	360.892	2.059
5143	128.241	351.5	2.059
5143.5	128.382	348.292	2.063
5144	128.608	351.625	2.07
5144.5	128.108	354.878	2.077
5145	127.73	358.485	2.08
5145.5	127.26	359.707	2.082
5146	127.59	360.621	2.085
5146.5	128.21	360.097	2.087
5147	128.676	359.01	2.085
5147.5	129.2	357.858	2.084
5148	129.414	356.985	2.086
5148.5	130.104	357.526	2.087
5149	130.035	358.107	2.085
5149.5	129.446	358.77	2.082
5150	128.732	359.637	2.083
5150.5	128.042	360.24	2.088
5151	127.428	360.394	2.092
5151.5	126.813	358.51	2.092
5152	126.312	356.856	2.09
5152.5	126.338	354.101	2.094
5153	126.928	350.427	2.105
5153.5	128.021	345.816	2.116
5154	128.603	342.163	2.119
5154.5	129.245	339.941	2.114
5155	129.587	340.372	2.102
5155.5	130.693	342.438	2.085
5156	130.709	345.154	2.068
5156.5	129.954	348.897	2.056
5157	128.347	350.227	2.052
5157.5	128.061	352.984	2.054
5158	128.576	351.679	2.057
5158.5	129.179	353.949	2.057
5159	129.578	354.762	2.055
5159.5	130.14	355.285	2.057
5160	130.449	354.172	2.064
5160.5	130.354	351.51	2.072
5161	130.015	347.182	2.078
5161.5	129.775	343.488	2.083
5162	129.82	340.213	2.086
5162.5	129.782	337.432	2.083
5163	129.582	334.588	2.077
5163.5	129.537	334.574	2.072
5164	129.444	336.955	2.071
5164.5	129.251	341.149	2.071
5165	128.831	345.264	2.072
5165.5	128.466	345.228	2.072
5166	128.02	343.68	2.073
5166.5	127.602	341.993	2.075
5167	127.451	339.906	2.079
5167.5	127.48	336.069	2.084
5168	127.825	332.557	2.089
5168.5	127.827	327.726	2.087
5169	127.938	327.744	2.078
5169.5	127.786	330.266	2.072
5170	127.447	340.64	2.073
5170.5	127.269	344.225	2.082
5171	126.947	345.472	2.098
5171.5	126.722	341.666	2.109
5172	126.351	343.254	2.104
5172.5	126.077	343.529	2.091
5173	125.303	350.611	2.086
5173.5	124.371	353.237	2.096
5174	123.229	353.894	2.123
5174.5	122.276	350.565	2.165
5175	122.346	345.631	2.215
5175.5	122.487	340.524	2.259
5176	123.176	337.518	2.289
5176.5	123.133	333.942	2.306
5177	122.927	330.994	2.313
5177.5	122.474	323.637	2.317
