Depth(MD)	DTC	DTS	Bulk Density
[ft]	[us/ft]	[us/ft]	[g/cc]
6429.5	120.121	297.687	2.348
6430	120.403	294.663	2.354
6430.5	120.376	288.609	2.359
6431	119.752	282.828	2.361
6431.5	118.95	278.787	2.353
6432	117.755	278.689	2.335
6432.5	117.048	279.805	2.317
6433	117.249	280.651	2.31
6433.5	118.237	280.66	2.318
6434	117.726	279.598	2.331
6434.5	116.708	274.275	2.34
6435	114.03	260.156	2.341
6435.5	109.618	242.651	2.342
6436	104.103	221.729	2.361
6436.5	99.371	210.447	2.4
6437	96.952	204.04	2.43
6437.5	96.443	208.703	2.396
6438	97.278	217.419	2.313
6438.5	100.608	229.893	2.257
6439	103.83	241.013	2.257
6439.5	105.383	250.421	2.285
6440	105.479	257.047	2.299
6440.5	105.646	260.034	2.295
6441	106.734	261.525	2.284
6441.5	108.598	261.443	2.264
6442	110.618	265.109	2.234
6442.5	111.717	271.041	2.202
6443	112.601	274.962	2.177
6443.5	113.083	277.818	2.152
6444	113.048	276.485	2.125
6444.5	112.68	280.314	2.104
6445	111.352	286.221	2.096
6445.5	110.673	281.761	2.097
6446	110.668	275.475	2.108
6446.5	111.766	273.423	2.14
6447	112.436	276.881	2.182
6447.5	113.328	273.51	2.196
6448	114.305	270.853	2.168
6448.5	114.726	269.612	2.131
6449	114.477	274.958	2.113
6449.5	113.295	280.5	2.122
6450	112.307	284.958	2.148
6450.5	111.898	285.236	2.175
6451	112.156	280.556	2.188
6451.5	112.275	278.137	2.18
6452	112.245	281.941	2.165
6452.5	112.001	290.273	2.162
6453	112.067	295.086	2.174
6453.5	112.569	297.321	2.19
6454	113.371	296.777	2.194
6454.5	114.38	296.674	2.175
6455	115.158	295.895	2.141
6455.5	116.85	296.264	2.111
6456	117.09	296.988	2.096
6456.5	116.542	301.464	2.089
6457	115.388	301.96	2.088
6457.5	115.064	299.845	2.108
6458	115.595	296.839	2.144
6458.5	116.19	294.113	2.17
6459	116.489	289.379	2.176
6459.5	116.391	284.251	2.186
6460	115.982	279.105	2.21
6460.5	114.218	284.063	2.22
6461	113.445	285.595	2.201
6461.5	114.662	290.424	2.175
6462	117.254	299.41	2.153
6462.5	120.095	308.223	2.123
6463	120.969	315.186	2.089
6463.5	122.55	317.128	2.064
6464	123.144	317.601	2.052
6464.5	123.507	315.885	2.042
6465	123.309	321.242	2.038
6465.5	121.868	326.012	2.049
6466	120.491	324.012	2.08
6466.5	118.726	313.619	2.128
6467	117.636	302.125	2.181
6467.5	115.723	291.894	2.22
6468	114.587	284.036	2.233
6468.5	112.886	280.393	2.232
6469	111.762	279.611	2.234
6469.5	110.813	278.746	2.231
6470	111.255	277.504	2.212
6470.5	112.402	277.44	2.199
6471	113.837	279.385	2.21
6471.5	114.107	281.772	2.223
6472	113.741	282.103	2.207
6472.5	112.258	280.615	2.186
6473	110.563	277.103	2.2
6473.5	107.759	274.139	2.245
6474	106.245	270.1	2.281
6474.5	105.87	267.525	2.292
6475	106.056	261.578	2.296
6475.5	105.881	256.822	2.305
6476	105.443	249.821	2.308
6476.5	105.016	248.55	2.296
6477	105.063	251.841	2.278
6477.5	105.096	258.196	2.264
6478	105.071	262.651	2.248
6478.5	105.121	264.931	2.231
6479	105.126	263.735	2.227
6479.5	105.254	262.409	2.245
6480	106.196	260.411	2.276
6480.5	107.18	262.102	2.296
6481	108.445	266.843	2.298
6481.5	110.235	272.705	2.283
6482	112.109	277.167	2.251
6482.5	113.486	281.921	2.223
6483	114.622	285.787	2.224
6483.5	115.38	290.146	2.241
6484	115.874	291.046	2.246
6484.5	115.255	287.854	2.244
6485	114.105	284.505	2.252
6485.5	111.393	279.255	2.269
6486	109.235	274.14	2.284
6486.5	108.395	267.522	2.296
6487	108.915	265.403	2.316
6487.5	110.55	267.135	2.335
6488	111.813	272.185	2.337
6488.5	112.494	278.418	2.32
6489	115.283	281.582	2.299
6489.5	115.894	282.741	2.281
6490	117.838	282.424	2.264
6490.5	117.279	284.061	2.237
6491	118.21	285.012	2.202
6491.5	117.497	285.661	2.177
6492	117.955	285.834	2.184
6492.5	118.66	286.521	2.221
6493	118.226	287.25	2.25
6493.5	117.375	287.563	2.24
6494	116.961	288.502	2.206
6494.5	117.355	291.708	2.185
6495	117.697	294.337	2.2
6495.5	118.317	297.164	2.235
6496	118.769	295.867	2.249
6496.5	118.785	295.283	2.235
6497	118.568	294.798	2.228
6497.5	117.235	294.606	2.244
6498	116.394	294.044	2.262
6498.5	115.761	292.595	2.268
6499	115.807	291.302	2.273
6499.5	115.87	288.818	2.283
6500	115.995	285.457	2.292
6500.5	115.666	284.345	2.297
6501	115.016	284.25	2.296
6501.5	114.055	285.045	2.281
6502	114.379	286.069	2.256
6502.5	115.286	287.309	2.242
6503	115.929	287.941	2.256
6503.5	116.162	287.571	2.285
6504	116.037	286.267	2.307
6504.5	115.514	283.852	2.316
6505	114.678	281.86	2.317
6505.5	113.779	279.973	2.312
6506	114	279.305	2.303
6506.5	114.271	279.709	2.295
6507	114.528	280.568	2.29
6507.5	114.68	280.879	2.287
6508	114.815	280.865	2.284
6508.5	114.94	280.56	2.285
6509	114.458	279.639	2.291
6509.5	113.757	277.879	2.298
6510	112.919	275.639	2.302
6510.5	112.374	273.318	2.305
6511	112.012	270.776	2.316
6511.5	111.978	267.447	2.331
6512	111.944	265.013	2.337
6512.5	111.827	262.74	2.334
6513	111.22	261.283	2.327
6513.5	110.139	259.53	2.322
6514	109.508	258.817	2.318
6514.5	109.159	257.963	2.318
6515	109.353	257.964	2.324
6515.5	109.566	257.76	2.333
6516	109.852	258.581	2.337
6516.5	109.723	259.38	2.339
6517	109.376	260.295	2.343
6517.5	108.923	260.259	2.348
6518	108.825	259.962	2.345
6518.5	109.238	259.679	2.336
6519	109.475	259.152	2.331
6519.5	109.559	258.991	2.332
6520	110.226	260.046	2.332
6520.5	110.331	260.752	2.332
6521	110.076	261.258	2.336
6521.5	109.91	261.532	2.342
6522	109.885	261.583	2.342
6522.5	110.194	262.048	2.336
6523	110.64	262.897	2.335
6523.5	111.234	264.361	2.343
6524	111.907	266.327	2.349
6524.5	112.482	268.481	2.345
6525	112.692	269.777	2.339
6525.5	112.755	270.856	2.333
6526	112.876	269.481	2.329
6526.5	112.722	264.051	2.327
6527	112.185	254.034	2.33
6527.5	110.512	243.729	2.338
6528	109.027	233.023	2.339
6528.5	107.985	224.383	2.333
6529	107.359	217.336	2.337
6529.5	107.01	215.236	2.348
6530	106.987	216.787	2.328
6530.5	107.666	220.576	2.266
6531	109.546	223.711	2.207
6531.5	110.921	227.635	2.179
6532	111.935	231.064	2.171
6532.5	113.201	237.742	2.153
6533	114.65	246.6	2.114
6533.5	116.258	262.031	2.078
6534	117.464	271.453	2.066
6534.5	118.885	277.352	2.065
6535	119.518	279.701	2.062
6535.5	119.995	280.205	2.069
6536	120.386	281.899	2.105
6536.5	120.503	282.72	2.16
6537	120.93	283.385	2.198
6537.5	120.077	281.764	2.184
6538	119.096	277.147	2.131
6538.5	118.501	269.966	2.078
6539	117.775	263.797	2.056
6539.5	116.912	261.938	2.061
6540	116.179	262.741	2.074
6540.5	115.706	265.652	2.075
6541	115.025	269.404	2.063
6541.5	114.351	269.395	2.051
6542	113.837	274.004	2.049
6542.5	114.501	273.401	2.052
6543	114.741	272.343	2.052
6543.5	114.893	269.807	2.055
6544	114.659	268.231	2.062
6544.5	114.001	268.929	2.066
6545	112.785	272.107	2.063
6545.5	111.859	273.087	2.06
6546	110.494	271.203	2.066
6546.5	110.658	267.439	2.079
6547	111.724	264.79	2.092
6547.5	112.382	264.928	2.102
6548	111.979	263.829	2.104
6548.5	111.261	264.271	2.097
6549	110.513	257.486	2.083
6549.5	110.058	259.88	2.066
6550	110.691	257.572	2.051
6550.5	112.981	263.352	2.042
6551	116.374	262.347	2.04
6551.5	119.057	262.712	2.051
6552	118.488	260.995	2.074
6552.5	117.446	260.466	2.091
6553	113.827	258.558	2.085
6553.5	112.621	257.301	2.065
6554	112.163	256.017	2.053
6554.5	113.401	254.86	2.052
6555	114.622	255.308	2.053
6555.5	115.77	256.029	2.053
6556	115.235	259.948	2.05
6556.5	115.104	264.312	2.043
6557	115.038	272.233	2.036
6557.5	115.184	275.617	2.036
6558	112.869	278.759	2.045
6558.5	112.2	278.096	2.054
6559	112.708	277.338	2.054
6559.5	114.129	271.95	2.053
6560	115.291	267.863	2.07
6560.5	115.838	264.82	2.114
6561	115.843	262.618	2.154
6561.5	115.438	259.754	2.143
6562	115.139	256.572	2.094
6562.5	115.253	254.042	2.058
6563	115.56	254.99	2.049
6563.5	115.304	257.249	2.056
6564	114.419	256.593	2.072
6564.5	114.222	257.759	2.084
6565	114.365	258.003	2.087
6565.5	115.074	258.355	2.078
6566	115.858	257.06	2.066
6566.5	116.411	254.422	2.059
6567	116.48	251.338	2.061
6567.5	116.135	249.497	2.07
6568	115.84	249.198	2.082
6568.5	115.884	250.068	2.091
6569	116.249	251.838	2.086
6569.5	116.444	256.771	2.075
6570	116.276	264.281	2.071
6570.5	115.972	275.916	2.073
6571	115.215	281.592	2.075
6571.5	114.721	281.64	2.077
6572	114.043	276.495	2.083
6572.5	114.328	269.157	2.093
6573	114.072	266.809	2.112
6573.5	114.226	266.534	2.157
6574	111.963	264.996	2.23
6574.5	109.892	256.558	2.301
6575	107.625	246.073	2.338
6575.5	105.889	239.283	2.338
6576	105.258	236.133	2.304
6576.5	105.479	237.055	2.246
6577	107.414	242.288	2.19
6577.5	109.012	249.16	2.159
6578	110.888	256.236	2.151
6578.5	111.613	259.122	2.147
6579	112.154	259.448	2.134
6579.5	111.984	259.633	2.119
6580	111.186	259.962	2.114
6580.5	110.176	258.835	2.122
6581	109.588	255.981	2.133
6581.5	109.075	250.384	2.143
6582	109.051	246.455	2.164
6582.5	108.888	245.013	2.2
6583	109.896	246.313	2.222
6583.5	111.211	249.728	2.2
6584	112.183	255.905	2.151
6584.5	112.557	263.605	2.115
6585	112.462	269.617	2.103
6585.5	112.941	273.752	2.102
6586	112.802	277.582	2.105
6586.5	112.413	280.515	2.114
6587	111.548	280.034	2.121
6587.5	110.59	276.599	2.122
6588	109.741	270.714	2.135
6588.5	108.234	265.013	2.18
6589	106.595	259.657	2.241
6589.5	105.661	256.04	2.275
6590	105.237	253.654	2.268
6590.5	105.243	252.111	2.258
6591	104.842	252.102	2.273
6591.5	104.334	249.122	2.303
6592	103.733	245.775	2.33
6592.5	103.366	242.034	2.351
6593	103.008	238.674	2.368
6593.5	102.825	237.683	2.376
6594	102.181	237.437	2.365
6594.5	102.372	238.201	2.338
6595	103.193	239.409	2.312
6595.5	104.256	241.781	2.302
6596	105.739	245.352	2.311
6596.5	106.885	249.204	2.322
6597	107.969	253.797	2.313
6597.5	108.265	257.292	2.28
6598	108.074	258.971	2.256
6598.5	106.824	257.956	2.267
6599	106.083	255.629	2.305
6599.5	105.506	253.956	2.344
6600	105.842	253.066	2.357
6600.5	106.442	250.801	2.352
6601	106.945	248.349	2.353
6601.5	106.999	247.307	2.367
6602	106.686	247.703	2.38
6602.5	106.111	249.712	2.378
6603	105.938	251.639	2.352
6603.5	105.92	253.072	2.314
6604	106.012	251.93	2.298
6604.5	105.815	248.783	2.321
6605	105.12	244.571	2.367
6605.5	104.064	240.235	2.393
6606	103.537	237.611	2.392
6606.5	102.943	238.943	2.385
6607	103.097	242.363	2.383
6607.5	103.833	246.718	2.378
6608	105.356	249.293	2.375
6608.5	107.074	250.034	2.384
6609	107.889	248.912	2.4
6609.5	107.827	247.631	2.408
6610	106.859	246.114	2.403
6610.5	105.769	245.479	2.395
6611	104.807	245.875	2.396
6611.5	105.056	246.169	2.401
6612	105.793	246.213	2.4
6612.5	106.636	246.285	2.395
6613	107.14	247.618	2.396
6613.5	107.424	249.325	2.401
6614	107.637	250.678	2.401
6614.5	107.898	252.521	2.395
6615	108.128	253.973	2.389
6615.5	108.392	255.792	2.384
6616	109.314	257.335	2.378
6616.5	110.843	261.305	2.375
6617	112.578	266.85	2.377
6617.5	114.004	274.659	2.377
6618	115.176	281.786	2.372
6618.5	116.264	289.084	2.366
6619	117.452	294.943	2.366
6619.5	118.778	298.27	2.37
6620	119.615	298.852	2.368
6620.5	119.633	296.223	2.359
6621	118.716	292.04	2.353
6621.5	118.38	287.634	2.356
6622	117.856	283.731	2.362
6622.5	116.474	281.852	2.367
6623	115.775	281.216	2.37
6623.5	115.336	282.076	2.369
6624	115.848	283.38	2.365
6624.5	116.436	285.169	2.359
6625	116.615	286.321	2.357
6625.5	116.466	285.812	2.36
6626	116.105	283.514	2.368
6626.5	115.71	281.303	2.374
6627	115.347	279.826	2.377
6627.5	115.108	278.18	2.376
6628	115.3	277.679	2.373
6628.5	115.72	278.425	2.371
6629	116.494	280.31	2.372
6629.5	117.202	282.35	2.372
6630	116.668	280.899	2.366
6630.5	115.625	274.283	2.356
6631	114.106	262.485	2.352
6631.5	112.55	250.649	2.357
6632	111.551	243.19	2.361
6632.5	111.393	241.641	2.353
6633	112.295	247.522	2.324
6633.5	112.568	257.64	2.274
6634	113.257	271.243	2.22
6634.5	114.012	285.04	2.195
6635	114.731	295.851	2.214
6635.5	115.329	299.649	2.264
6636	115.857	296.689	2.307
6636.5	117.04	289.512	2.319
6637	116.501	283.217	2.306
6637.5	115.983	278.836	2.275
6638	115.051	277.247	2.235
6638.5	114.385	277.582	2.203
6639	113.388	279.031	2.191
6639.5	112.066	280.186	2.198
6640	111.691	279.883	2.217
6640.5	112.135	278.217	2.237
6641	112.006	276.877	2.252
6641.5	111.773	274.838	2.256
6642	111.622	273.35	2.25
6642.5	111.513	271.743	2.246
6643	111.55	270.455	2.253
6643.5	110.897	270.746	2.27
6644	110.816	272.534	2.288
6644.5	111.11	275.548	2.294
6645	112.075	277.003	2.294
6645.5	112.959	278.033	2.3
6646	113.774	278.972	2.314
6646.5	114.681	280.501	2.322
6647	114.817	281.639	2.32
6647.5	115.046	282.911	2.317
6648	114.968	285.222	2.318
6648.5	115.686	288.393	2.317
6649	116.17	291.186	2.312
6649.5	116.828	291.769	2.31
6650	117.22	292.216	2.315
6650.5	117.079	291.015	2.321
6651	116.697	291.907	2.323
6651.5	115.929	292.223	2.322
6652	115.861	294.346	2.32
6652.5	116.387	295.878	2.322
6653	117.184	297.624	2.327
6653.5	118.11	297.769	2.334
6654	119.01	297.526	2.34
6654.5	119.273	295.452	2.342
6655	119.132	293.356	2.336
6655.5	118.26	292.073	2.329
6656	117.956	292.327	2.326
6656.5	117.904	293.329	2.32
6657	118.944	293.139	2.306
6657.5	119.285	293.178	2.292
6658	120.56	292.016	2.295
6658.5	120.517	292.514	2.311
6659	120.424	292.628	2.326
6659.5	119.289	293.574	2.326
6660	118.722	293.748	2.316
6660.5	118.946	293.95	2.308
6661	120.003	292.196	2.302
6661.5	120.778	291.231	2.298
6662	120.456	289.225	2.299
6662.5	119.483	290.051	2.308
6663	118.891	290.925	2.319
6663.5	118.519	292.803	2.328
6664	119.019	293.774	2.331
6664.5	119.868	294.813	2.329
6665	120.806	295.28	2.321
6665.5	121.395	296.948	2.317
6666	121.982	297.767	2.321
6666.5	122.667	299.829	2.327
6667	122.36	301.177	2.325
6667.5	122.42	302.174	2.318
6668	122.323	303.002	2.316
6668.5	122.783	303.515	2.316
6669	123.396	303.708	2.315
6669.5	124.123	303.827	2.315
6670	124.715	304.952	2.321
6670.5	124.827	306.493	2.335
6671	124.618	308.397	2.346
6671.5	124.222	309.632	2.346
6672	123.993	309.083	2.339
6672.5	124.173	308.377	2.333
6673	124.292	307.798	2.33
6673.5	124.659	308.594	2.328
6674	124.967	309.274	2.329
6674.5	125.449	310.1	2.335
6675	125.402	311.254	2.339
6675.5	125.193	311.821	2.334
6676	124.85	313.263	2.33
6676.5	124.89	313.979	2.335
6677	125.065	313.341	2.345
6677.5	125.221	312.798	2.349
6678	125.328	311.402	2.353
6678.5	125.268	310.464	2.362
6679	125.154	308.918	2.368
6679.5	124.741	307.75	2.359
6680	124.276	308.803	2.342
6680.5	124.465	310.984	2.328
6681	124.905	314.545	2.322
6681.5	125.382	316.177	2.32
6682	125.863	316.8	2.318
6682.5	126.136	317.593	2.323
6683	126.148	318.471	2.328
6683.5	125.857	319.216	2.323
6684	125.546	319.11	2.314
6684.5	125.321	318.063	2.319
6685	125.394	316.963	2.333
6685.5	125.9	315.384	2.341
6686	126.475	315.687	2.345
6686.5	127.066	316.195	2.353
6687	127.188	317.692	2.358
6687.5	126.952	319.466	2.347
6688	126.402	320.687	2.332
6688.5	126.059	321.063	2.326
6689	125.954	320.196	2.324
6689.5	126.207	318.347	2.32
6690	126.727	317.107	2.318
6690.5	126.955	315.673	2.324
6691	126.698	315.221	2.333
6691.5	125.843	313.508	2.332
6692	124.93	311.715	2.324
6692.5	124.255	309.316	2.323
6693	124.029	308.812	2.329
6693.5	124.127	308.209	2.331
6694	124.498	307.495	2.327
6694.5	125.152	306.372	2.328
6695	125.36	305.266	2.334
6695.5	125.306	304.403	2.336
6696	124.484	304.301	2.33
6696.5	123.72	303.219	2.325
6697	123.263	301.118	2.322
6697.5	123.272	301.441	2.32
6698	123.671	302.443	2.32
6698.5	124.324	304.545	2.326
6699	124.611	305.242	2.332
6699.5	124.35	305.723	2.329
6700	123.744	306.01	2.321
6700.5	123.047	305.877	2.317
6701	122.555	305.342	2.316
6701.5	122.559	304.865	2.314
6702	123.017	303.594	2.317
6702.5	123.661	303.912	2.327
6703	124.274	305.739	2.337
6703.5	124.326	309.889	2.338
6704	123.948	313.619	2.334
6704.5	123.61	315.311	2.329
6705	123.785	316.239	2.327
6705.5	124.237	316.113	2.326
6706	124.771	315.167	2.325
6706.5	125.366	314.517	2.327
6707	125.147	312.856	2.334
6707.5	124.696	311.171	2.338
6708	123.948	310.672	2.338
6708.5	123.579	309.583	2.34
6709	123.31	310.623	2.353
6709.5	123.547	310.445	2.367
6710	123.892	308.681	2.365
6710.5	124.651	306.195	2.35
6711	124.887	302.739	2.339
6711.5	124.71	300.136	2.337
6712	123.738	297.344	2.337
6712.5	122.38	295.432	2.343
6713	121.377	294.51	2.352
6713.5	120.878	294.458	2.354
6714	120.988	294.604	2.346
6714.5	121.493	294.09	2.34
6715	122.065	293.485	2.346
6715.5	122.133	292.674	2.355
6716	121.533	291.479	2.356
6716.5	120.864	290.957	2.35
6717	118.99	291.134	2.344
6717.5	118.109	292.379	2.34
6718	117.974	292.192	2.332
6718.5	118.621	291.201	2.321
6719	119.961	290.704	2.318
6719.5	120.888	291.663	2.325
6720	121.671	292.839	2.338
6720.5	121.363	294.695	2.346
6721	121.026	296.502	2.349
6721.5	121.023	298.377	2.352
6722	121.498	298.337	2.35
6722.5	121.581	297.096	2.342
6723	121.807	294.733	2.336
6723.5	121.688	292.386	2.341
6724	121.53	290.752	2.35
6724.5	120.4	288.579	2.355
6725	118.562	287.094	2.354
6725.5	117.519	286.243	2.349
6726	117.081	286.13	2.344
6726.5	117.853	286.564	2.34
6727	118.874	286.71	2.34
6727.5	120.099	287.782	2.347
6728	121.637	290.388	2.351
6728.5	122.023	293.296	2.347
6729	121.62	295.468	2.341
6729.5	119.729	295.215	2.339
6730	119.062	292.949	2.335
6730.5	118.643	290.226	2.332
6731	119.198	287.724	2.339
6731.5	119.573	286.317	2.359
6732	119.034	284.793	2.377
6732.5	118.558	284.398	2.377
6733	117.022	282.927	2.363
6733.5	116.119	281.425	2.353
6734	115.399	278.767	2.354
6734.5	115.257	276.313	2.351
6735	115.568	275.856	2.341
6735.5	116.084	276.159	2.335
6736	116.727	278.361	2.338
6736.5	116.491	279.628	2.341
6737	115.848	278.884	2.342
6737.5	114.01	274.42	2.349
6738	111.656	266.449	2.357
6738.5	109.262	256.842	2.359
6739	108.318	249.704	2.359
6739.5	107.609	246.763	2.368
6740	107.773	249.274	2.374
6740.5	108.354	255.712	2.356
6741	109.757	261.829	2.323
6741.5	111.687	267.661	2.303
6742	113.608	272.548	2.3
6742.5	115.247	276.755	2.295
6743	116.159	279.409	2.266
6743.5	116.472	279.865	2.223
6744	116.511	280.213	2.196
6744.5	115.85	279.83	2.201
6745	115.291	277.622	2.219
6745.5	114.541	275.765	2.233
6746	115.344	274.745	2.244
6746.5	115.886	278.453	2.23
6747	116.707	283.1	2.18
6747.5	117.208	287.969	2.134
6748	117.573	293.393	2.132
6748.5	117.81	295.632	2.175
6749	116.674	294.212	2.237
6749.5	115.786	290.348	2.287
6750	113.877	286.064	2.307
6750.5	113.752	283.798	2.301
6751	114.464	282.859	2.287
6751.5	115.092	282.83	2.286
6752	115.176	282.822	2.303
6752.5	114.981	280.939	2.321
6753	114.651	278.175	2.325
6753.5	114.322	275.589	2.321
6754	114.149	273.94	2.324
6754.5	114.224	273.755	2.32
6755	114.506	274.678	2.295
6755.5	114.79	275.956	2.272
6756	114.843	276.841	2.278
6756.5	114.585	275.95	2.301
6757	114.082	274.216	2.318
6757.5	113.167	271.484	2.325
6758	112.678	269.342	2.33
6758.5	112.09	267.726	2.328
6759	112.553	266.596	2.32
6759.5	112.308	265.744	2.315
6760	112.17	263.936	2.316
6760.5	111.326	262.03	2.316
6761	110.499	259.094	2.32
6761.5	109.116	256.185	2.33
6762	107.147	251.994	2.339
6762.5	105.701	246.987	2.337
6763	105.275	242.467	2.324
6763.5	104.402	240.701	2.31
6764	104.689	243.097	2.301
6764.5	105.764	248.825	2.297
6765	107.875	257.162	2.292
6765.5	110.578	266.59	2.29
6766	112.746	273.272	2.291
6766.5	113.929	275.777	2.291
6767	113.857	275.279	2.291
6767.5	113.302	273.522	2.304
6768	112.62	271.054	2.332
6768.5	111.846	267.717	2.352
6769	111.475	265.123	2.345
6769.5	110.77	263.706	2.329
6770	110.324	262.912	2.329
6770.5	110	262.845	2.342
6771	110.703	262.957	2.355
6771.5	111.474	263.667	2.358
6772	112.249	264.866	2.358
6772.5	113.034	267.302	2.365
6773	113.977	269.656	2.376
6773.5	114.461	270.869	2.377
6774	114.074	269.881	2.369
6774.5	112.99	268.604	2.36
6775	112.283	267.049	2.352
6775.5	111.967	265.963	2.342
6776	112.193	264.085	2.334
6776.5	112.431	262.163	2.332
6777	112.355	260.325	2.335
6777.5	112.072	258.747	2.338
6778	111.035	256.76	2.343
6778.5	109.637	255.055	2.351
6779	109.69	253.417	2.352
