Time (s)	F (lb)	Xa (in)	Ya (in)
1208.78	808.7788	0.005074325	-0.000316402
1209.78	810.771	0.005081835	-0.000317768
1210.78	814.2646	0.00509045	-0.000318434
1211.78	817.6233	0.005098388	-0.000319877
1212.78	820.5201	0.005106126	-0.000319912
1213.78	821.3756	0.005122404	-0.000321081
1214.78	821.6851	0.005124647	-0.000320819
1215.78	819.9938	0.005133161	-0.000320988
1216.78	824.366	0.005145822	-0.000321034
1217.78	822.7344	0.005150878	-0.000321686
1218.78	823.4521	0.005159577	-0.000322611
1219.78	828.0552	0.005164341	-0.000324003
1220.78	833.0102	0.00517333	-0.00032416
1221.78	833.8239	0.00518413	-0.000326461
1222.78	832.9415	0.005190882	-0.000326906
1223.78	838.7413	0.005198604	-0.000326373
1224.78	836.8707	0.005208029	-0.000326871
1225.78	837.7734	0.005213114	-0.000327287
1226.78	844.8327	0.005219029	-0.000326812
1227.78	841.8524	0.005224755	-0.000329696
1228.78	839.1966	0.005234458	-0.000331102
1229.78	849.9734	0.005245994	-0.000331566
1230.78	852.3514	0.005253407	-0.000331298
1231.78	849.8397	0.005263783	-0.000333211
1232.78	852.9968	0.005268918	-0.000333339
1233.78	853.4528	0.005275392	-0.000334472
1234.78	852.3818	0.00528406	-0.000336022
1235.19	851.5632	0.005289334	-0.000336567
1236.19	845.1796	0.005282337	-0.000337957
1237.19	843.9566	0.005268405	-0.000338169
1238.19	843.5364	0.00526792	-0.00033769
1239.19	827.6768	0.005256341	-0.000340221
1240.19	832.1438	0.005250502	-0.000339431
1241.19	826.0471	0.005241787	-0.000339437
1242.19	823.8072	0.005237477	-0.000339945
1243.19	811.0931	0.005221432	-0.000341714
1244.19	810.8425	0.005222473	-0.000341545
1245.19	804.1669	0.005208827	-0.000341792
1246.19	799.337	0.005202012	-0.000342741
1247.19	799.6188	0.005189463	-0.00034231
1248.19	795.7175	0.005186496	-0.000341259
1249.19	787.7003	0.005177972	-0.00034239
1250.19	789.8385	0.005166499	-0.000342114
1251.19	781.8126	0.005159663	-0.000342972
1252.19	772.795	0.005150401	-0.000344281
1253.19	772.1553	0.005146829	-0.000343228
1254.19	771.3497	0.005135667	-0.000343058
1255.19	761.2658	0.005131503	-0.000344493
1256.19	762.8016	0.005122474	-0.000343558
1257.19	756.973	0.005114873	-0.000343958
1258.19	758.4214	0.005109235	-0.000342195
1259.19	749.205	0.005097521	-0.000342521
1260.19	747.3985	0.005088451	-0.000343031
1261.19	743.4901	0.005082403	-0.000343073
1262.19	741.7546	0.005073885	-0.00034215
1263.19	733.9795	0.005065912	-0.000342918
1264.19	730.8475	0.005058276	-0.000343432
1265.19	728.1232	0.005052584	-0.000343352
1266.19	726.3688	0.005044946	-0.000343249
1267.19	726.0899	0.005032799	-0.000342191
1268.19	719.8232	0.005025461	-0.000342063
1269.19	715.5402	0.005016579	-0.000341703
1270.19	706.3439	0.005006806	-0.00034299
1271.19	708.4453	0.005002255	-0.000342841
1272.19	703.1033	0.004990299	-0.000343119
1273.19	698.8724	0.004984192	-0.000343512
1274.19	704.0566	0.004974058	-0.000341377
1275.19	693.3144	0.004968727	-0.000342617
1276.19	690.8109	0.004958687	-0.000342189
1277.19	685.2436	0.004958495	-0.000342075
1278.19	685.5118	0.004946134	-0.000341189
1279.19	679.3166	0.004931559	-0.000341993
1280.19	675.9554	0.004928546	-0.000341697
1281.19	677.9644	0.004918036	-0.000340847
1282.19	669.6519	0.00491302	-0.000341207
1283.19	665.0772	0.004903111	-0.000341237
1284.19	663.7294	0.004897342	-0.000340046
1285.19	660.1966	0.004882445	-0.000337319
1286.19	659.2811	0.004881667	-0.000337257
1287.19	653.5886	0.004872948	-0.000337212
1288.19	649.8687	0.004864425	-0.00033871
1289.19	646.4445	0.004855155	-0.000337915
1290.19	643.7854	0.004843364	-0.000337964
1291.19	641.354	0.004843694	-0.000338218
1292.19	641.4478	0.004833954	-0.000337035
1293.19	635.8204	0.004823983	-0.000336596
1294.19	633.4106	0.004821725	-0.000335734
1295.19	627.1263	0.004806616	-0.00033595
1296.19	624.4596	0.004802275	-0.00033572
1297.19	624.1533	0.004790435	-0.000334869
1298.19	621.8864	0.004787923	-0.000334353
1299.19	615.9537	0.004774905	-0.000334586
1300.19	614.2699	0.004769721	-0.000333538
1301.19	605.1983	0.00476064	-0.000333666
1302.19	610.2795	0.004750552	-0.000331242
1303.19	604.2252	0.004744302	-0.000330979
1304.19	599.0377	0.004735516	-0.000331736
1305.19	598.2902	0.004727088	-0.000330649
1306.19	593.1846	0.004715388	-0.000331163
1307.19	590.1638	0.004712823	-0.000330477
1308.19	592.2371	0.004703758	-0.000329185
1309.19	588.1672	0.00469814	-0.000328999
1310.19	578.3011	0.004691161	-0.000328781
1311.19	581.2314	0.004677814	-0.000326146
1312.19	579.2494	0.004677319	-0.000326453
1313.19	577.1511	0.004659053	-0.000326368
1314.19	570.0923	0.004653906	-0.00032635
1315.19	568.6321	0.004645239	-0.000325732
1316.19	568.0342	0.004641464	-0.000324847
1317.19	563.1303	0.004636321	-0.000323881
1318.19	558.5105	0.004623009	-0.000323761
1319.19	559.1311	0.004611693	-0.000322558
1320.19	551.5771	0.004604977	-0.000322233
1321.19	554.8069	0.004599735	-0.00032116
1322.19	551.8626	0.004591291	-0.000321191
1323.19	550.5269	0.004582264	-0.000319565
1324.19	546.6556	0.004575536	-0.000319207
1325.19	542.7389	0.004567729	-0.000319219
1326.19	539.441	0.004565745	-0.000318912
1327.19	533.2177	0.004546022	-0.000318641
1328.19	536.2145	0.004543561	-0.00031681
1329.19	530.5182	0.00453436	-0.000317676
1330.19	528.7509	0.004527139	-0.000316319
1331.19	523.2552	0.004518813	-0.00031631
1332.19	523.9019	0.004511367	-0.000314742
1333.19	523.043	0.004502331	-0.000314321
1334.19	520.86	0.004494631	-0.000312979
1335.19	519.1683	0.004489775	-0.00031139
1336.19	514.4997	0.004481853	-0.000311214
1337.19	512.5532	0.0044703	-0.000310474
1338.19	505.3288	0.004463354	-0.00031067
1339.19	506.2218	0.004458037	-0.000309906
1340.19	500.9502	0.004445264	-0.000310052
1341.19	504.8975	0.00443807	-0.000308507
1342.19	500.5729	0.004432192	-0.000308062
1343.19	493.932	0.004427258	-0.000308199
1344.19	493.3015	0.004415573	-0.000305923
1345.19	490.9425	0.004406575	-0.00030508
1346.19	488.9878	0.004397626	-0.000304716
1347.19	484.5934	0.004390375	-0.0003056
1348.19	486.9528	0.004382027	-0.000302878
1349.19	483.6614	0.00437187	-0.000302209
1350.19	476.5769	0.004366439	-0.000302391
1351.19	476.7243	0.004360395	-0.000300287
1352.19	473.819	0.004350976	-0.000300411
1353.19	470.484	0.004342986	-0.000299563
1354.19	469.7158	0.00433432	-0.000298884
1355.19	469.6875	0.004326195	-0.000297321
1356.19	468.1668	0.00431947	-0.000296894
1357.19	460.6255	0.004309047	-0.000297503
1358.19	457.5816	0.004299815	-0.00029644
1359.19	459.3113	0.00429445	-0.000294767
1360.19	457.1104	0.004286501	-0.000292079
1361.19	450.9578	0.004273424	-0.000292937
1362.19	451.5807	0.004265001	-0.00029129
1363.19	446.4741	0.004263978	-0.000290764
1364.19	451.3008	0.004256809	-0.000289108
1365.19	444.9329	0.004248979	-0.000289347
1366.19	439.8897	0.004238238	-0.000288261
1367.19	438.6644	0.00423039	-0.000287484
1368.19	435.2733	0.004221945	-0.000286767
1369.19	436.8331	0.004214547	-0.00028502
1370.19	430.8697	0.004207827	-0.000285239
1371.19	433.5427	0.004199201	-0.000282717
1372.19	425.5254	0.004189535	-0.000283738
1373.19	426.9815	0.004180746	-0.000282262
1374.19	423.5432	0.004169157	-0.000282232
1375.19	422.4339	0.004163233	-0.000281658
1376.19	417.5749	0.004157918	-0.000280955
1377.19	420.7174	0.004153624	-0.000277816
1378.19	416.6507	0.004142911	-0.000278118
1379.19	411.4712	0.004129141	-0.000277555
1380.19	409.1938	0.004124858	-0.000277939
1381.19	412.0386	0.004115181	-0.000276167
1382.19	408.3065	0.004108222	-0.000275395
1383.19	406.4213	0.004105055	-0.000275775
1384.19	400.5829	0.004094163	-0.000274998
1385.19	396.5541	0.004082614	-0.000273757
1386.19	393.4339	0.004075577	-0.000272818
1386.764	397.8723	0.004070438	-0.000271212
1387.764	393.4853	0.004074845	-0.000271391
1388.764	402.1332	0.004084399	-0.000268227
1389.764	406.1365	0.00409621	-0.000266142
1390.764	407.9551	0.004105702	-0.000266448
1391.764	413.5406	0.004110778	-0.000264583
1392.764	415.1046	0.004112131	-0.000264793
1393.764	419.1996	0.004128336	-0.000262305
1394.764	418.9319	0.004133376	-0.000262989
1395.764	425.2706	0.004138724	-0.000260618
1396.764	423.4564	0.004145096	-0.000260805
1397.764	428.6235	0.004159377	-0.000259158
1398.764	431.5223	0.004169913	-0.000258887
1399.764	434.3439	0.00417011	-0.000259068
1400.764	437.6656	0.004182766	-0.000258658
1401.764	439.7915	0.00419631	-0.000257469
1402.764	440.1324	0.004197421	-0.000257756
1403.764	444.0503	0.004209134	-0.000256564
1404.764	451.1994	0.004217873	-0.000255298
1405.764	450.1481	0.004230431	-0.000255282
1406.764	453.3115	0.004226259	-0.000254864
1407.764	454.1593	0.004233	-0.000255142
1408.764	459.3082	0.004250271	-0.000254265
1409.764	463.5601	0.004255524	-0.000254017
1410.764	461.4515	0.004264073	-0.000254387
1411.764	465.4861	0.004271135	-0.000253996
1412.764	467.5766	0.004275381	-0.000253237
1413.764	469.6763	0.004283982	-0.000253261
1414.764	474.7451	0.004294239	-0.000251834
1415.764	473.2793	0.004302665	-0.00025271
1416.764	480.8207	0.004311581	-0.000250939
1417.764	481.943	0.00431808	-0.000250958
1418.764	482.4939	0.004327226	-0.000251909
1419.764	489.8891	0.004341444	-0.000251012
1420.764	486.5226	0.004338148	-0.000251117
1421.764	490.1546	0.004348167	-0.000250864
1422.764	497.949	0.004359845	-0.000249921
1423.764	499.3479	0.004362481	-0.000249412
1424.764	501.6387	0.004369129	-0.000250202
1425.764	501.6458	0.004382982	-0.000250105
1426.764	505.6313	0.004391295	-0.000249744
1427.764	513.509	0.004403553	-0.000249114
1428.764	509.2117	0.004402431	-0.00025053
1429.764	517.4221	0.004411677	-0.00024836
1430.764	516.77	0.004424088	-0.000248572
1431.764	521.6299	0.004432075	-0.000248903
1432.764	517.0502	0.00443927	-0.000248914
1433.764	523.3243	0.004450271	-0.000248817
1434.764	524.7846	0.004451047	-0.000249996
1435.764	527.8279	0.004461315	-0.000249679
1436.764	533.162	0.004471446	-0.00025064
1437.764	535.6076	0.004471417	-0.000250377
1438.764	538.8032	0.004488271	-0.000250551
1439.764	542.5966	0.004502379	-0.000249619
1440.764	542.7238	0.004495848	-0.000249942
1441.764	549.1674	0.004514844	-0.000250289
1442.764	548.1557	0.004513495	-0.000251402
1443.764	555.4531	0.004532429	-0.00025087
1444.764	556.9083	0.004533616	-0.000251724
1445.764	559.1508	0.004547421	-0.000252665
1446.764	561.9677	0.004557538	-0.000252544
1447.764	560.6045	0.004552903	-0.000253779
1448.764	565.2761	0.004567562	-0.000253477
1449.764	566.4309	0.004575413	-0.000254291
1450.764	576.0821	0.0045904	-0.000253621
1451.764	575.5758	0.004596943	-0.000255107
1452.764	579.6052	0.004603391	-0.000256117
1453.764	582.4915	0.004601298	-0.000256727
1454.764	586.8848	0.00462061	-0.000257329
1455.764	588.968	0.004624118	-0.000257224
1456.764	591.763	0.00463801	-0.000258356
1457.764	594.031	0.004639909	-0.000259206
1458.764	597.9484	0.004648629	-0.000259028
1459.764	598.0173	0.004661092	-0.000259905
1460.764	603.235	0.004663452	-0.000261276
1461.764	603.2925	0.004665671	-0.000261859
1462.764	608.0463	0.004679002	-0.000261663
1463.764	612.6744	0.004687898	-0.000264136
1464.764	613.4445	0.004703048	-0.000264808
1465.764	619.9424	0.004702064	-0.000263527
1466.764	619.5512	0.004718852	-0.000264844
1467.764	620.171	0.004713886	-0.000265726
1468.764	624.904	0.004721033	-0.000266495
1469.764	627.598	0.00474027	-0.000268485
1470.764	629.6038	0.00474153	-0.000269688
1471.764	636.9797	0.004752985	-0.000268839
1472.764	634.1525	0.004751699	-0.000270014
1473.764	639.1379	0.004775921	-0.000269338
1474.764	640.7585	0.004772502	-0.000270221
1475.764	646.1561	0.004788599	-0.000270798
1476.764	646.0081	0.004794604	-0.00027179
1477.764	648.4299	0.004796549	-0.000273184
1478.764	654.9411	0.004804946	-0.0002724
1479.764	658.4537	0.004822599	-0.000273878
1480.764	657.5498	0.004824233	-0.000275271
1481.764	664.382	0.004825308	-0.000275493
1482.764	667.3372	0.004843167	-0.000275807
1483.764	671.634	0.004850233	-0.000275144
1484.764	677.2753	0.004857867	-0.000275368
1485.764	674.1397	0.004865581	-0.000277592
1486.764	677.2906	0.00487316	-0.000278982
1487.764	684.0812	0.004882555	-0.000282104
1488.764	684.4394	0.004893866	-0.000282555
1489.764	688.1178	0.004892475	-0.000282314
1490.764	688.9099	0.004903533	-0.000282472
1491.764	695.1395	0.004910755	-0.000282607
1492.764	696.5192	0.004928189	-0.000284985
1493.764	696.1162	0.004932755	-0.000285853
1494.764	698.5249	0.004930682	-0.000286579
1495.764	706.8186	0.004943422	-0.000285587
1496.764	706.2785	0.004954449	-0.000288053
1497.764	709.5382	0.004957189	-0.000287919
1498.764	716.7587	0.004970838	-0.000288081
1499.764	723.6042	0.004985116	-0.000288773
1500.764	719.9425	0.004988531	-0.000290428
1501.764	728.3712	0.004996102	-0.00028962
1502.764	726.2833	0.005004893	-0.000291227
1503.764	728.9058	0.005009491	-0.000292778
1504.764	734.1293	0.005011807	-0.000293381
1505.764	740.2606	0.005027789	-0.000294245
1506.764	739.2869	0.00503568	-0.000295053
1507.764	745.8788	0.005045542	-0.000295165
1508.764	740.1801	0.00504449	-0.000295967
1509.764	746.6547	0.005057667	-0.000295616
1510.764	755.1542	0.005069527	-0.000294974
1511.764	754.0217	0.005079602	-0.000296652
1512.764	751.6045	0.005077173	-0.000298736
1513.764	756.644	0.005094036	-0.00029862
1514.764	759.8829	0.005097751	-0.000299795
1515.764	765.7437	0.005105517	-0.000299875
1516.764	764.9462	0.005116572	-0.000301183
1517.764	766.9939	0.005125522	-0.000301651
1518.764	771.2974	0.005131224	-0.000300808
1519.764	779.6346	0.005145691	-0.000301351
1520.764	776.6844	0.005144895	-0.00030293
1521.764	781.0505	0.005148533	-0.000304063
1522.764	783.5705	0.005156243	-0.000305227
1523.764	787.7009	0.005165496	-0.000305405
1524.764	797.6505	0.005181825	-0.000304522
1525.764	789.5011	0.005183555	-0.000306311
1526.764	801.4094	0.005200064	-0.000306454
1527.764	798.525	0.005197479	-0.000308567
1528.764	800.7113	0.005207162	-0.000309341
1529.764	804.8486	0.005219933	-0.000309167
1530.764	807.906	0.005231841	-0.000309502
1531.764	808.4553	0.005233368	-0.000310284
1532.764	815.8734	0.005240467	-0.000311301
1533.764	820.3196	0.00525207	-0.000312249
1534.764	814.5736	0.005253544	-0.000313847
1535.764	820.4612	0.005268552	-0.000314413
1536.764	822.7322	0.005276658	-0.000314527
1537.764	824.3119	0.005275392	-0.000316322
1538.764	831.6588	0.005291046	-0.00031627
1539.764	837.259	0.005303725	-0.000318277
1540.764	835.2288	0.005310554	-0.000321248
1541.764	832.697	0.005315674	-0.000321983
1542.764	834.5441	0.005317464	-0.000321529
1543.764	849.9242	0.005335683	-0.000321024
1544.764	832.237	0.005345129	-0.000323163
1545.764	841.4333	0.005336957	-0.000322165
1546.764	850.3046	0.00535543	-0.000323102
1547.764	850.3414	0.005365441	-0.0003245
1548.764	855.3138	0.005364757	-0.000325733
1549.764	856.2285	0.005381481	-0.000326144
1550.764	862.3509	0.005384181	-0.00032561
1551.764	851.3168	0.005395798	-0.000328036
1552.764	866.2151	0.005408728	-0.000328203
1553.764	865.6795	0.005411061	-0.000329917
1554.764	872.6788	0.005425838	-0.000329603
1555.764	872.2882	0.005424852	-0.000330006
1556.764	871.3063	0.005435442	-0.000331762
1557.764	883.3652	0.0054403	-0.000330741
1558.764	879.0449	0.005452026	-0.000332306
1559.764	879.6855	0.005461882	-0.00033427
1560.764	881.2518	0.005467481	-0.000333953
1561.764	884.5605	0.005472071	-0.000333881
1562.764	883.3351	0.00548449	-0.000335733
1563.764	871.2209	0.005495327	-0.00033794
1564.764	894.4223	0.005500023	-0.00033705
1565.764	894.4655	0.005512133	-0.000337091
1566.764	892.1589	0.005514641	-0.000338999
1567.764	901.2866	0.005519941	-0.000338877
1568.764	898.5611	0.005531987	-0.00034004
1569.764	902.0135	0.005544246	-0.000340267
1570.764	895.6995	0.005549127	-0.000342224
1571.764	908.7597	0.005552686	-0.000341464
1572.764	910.4606	0.005564148	-0.000343482
1573.764	908.3127	0.005572848	-0.000344863
1574.764	914.259	0.005579625	-0.000346075
1575.764	904.9526	0.005587448	-0.000347274
1576.764	914.5765	0.005600399	-0.000347352
1577.764	919.5098	0.005604713	-0.000347518
1578.764	916.9647	0.005610133	-0.000349009
1579.764	921.6481	0.005620547	-0.000349486
1580.764	918.6461	0.005633111	-0.000350487
1581.764	926.7661	0.005639188	-0.000350998
1582.764	932.8717	0.005649855	-0.00035125
1583.764	914.9712	0.005650565	-0.000354509
1584.764	935.9374	0.005661666	-0.000353738
1585.764	938.6037	0.00567107	-0.000354352
1586.764	937.4216	0.00567753	-0.000356341
1587.764	935.5991	0.005686997	-0.000356609
1588.764	942.5528	0.005693266	-0.000356601
1589.764	938.5544	0.005699292	-0.000357427
1590.764	941.1962	0.005709385	-0.000358156
1591.764	945.7613	0.00572157	-0.000358845
1592.764	950.2059	0.005723671	-0.000359577
1593.764	947.6419	0.005727337	-0.000362642
1594.764	947.1138	0.00573571	-0.000363841
1595.764	951.0431	0.005752811	-0.000363897
1596.764	947.3467	0.005760096	-0.000364479
1597.764	954.1043	0.005763999	-0.000365812
1598.764	953.5637	0.005768402	-0.000366605
1599.764	963.2763	0.005782389	-0.00036633
1600.764	956.2386	0.005789518	-0.000368261
1601.764	963.2759	0.005801531	-0.000369372
1602.764	960.7621	0.005809407	-0.000370581
1603.764	970.162	0.005813617	-0.000372254
1604.764	963.9329	0.005821602	-0.00037401
1605.764	973.7316	0.005830919	-0.000373818
1606.764	973.0732	0.005837305	-0.000375901
1607.764	974.1311	0.005844811	-0.000376489
1608.764	975.5833	0.00585371	-0.000376183
1609.764	978.2162	0.005863511	-0.000375871
1610.764	978.5004	0.005865233	-0.000378796
1611.764	983.0232	0.005880068	-0.000379484
1612.764	987.2838	0.005885554	-0.0003807
1613.764	983.8586	0.005897837	-0.000382003
1614.764	987.4933	0.005907338	-0.000383765
1615.764	985.9147	0.005913793	-0.00038458
1616.764	992.2952	0.005916207	-0.000384316
1617.764	994.1252	0.005926764	-0.00038531
1618.764	992.7939	0.005933008	-0.000386986
1619.764	993.8799	0.005939811	-0.000387831
1620.764	997.3539	0.005951746	-0.000390718
1621.764	987.1613	0.005950401	-0.000391385
1622.764	992.3035	0.005964126	-0.000392275
1623.764	1004.657	0.00597989	-0.000391543
1624.764	1003.812	0.005984331	-0.000392318
1625.764	1002.743	0.005992561	-0.000392388
1626.764	1008.723	0.005999025	-0.000393877
1627.764	1004.061	0.006005046	-0.00039483
1628.764	1010.078	0.006015032	-0.000394181
1629.764	1011.738	0.00601818	-0.000395578
1630.764	1010.318	0.006024663	-0.000395854
1631.764	1015.342	0.006036332	-0.00039686
1632.764	1024.02	0.006046765	-0.000397621
1633.764	1019.496	0.006055316	-0.000398953
1634.764	1018.79	0.006062858	-0.000399064
1635.764	1017.054	0.006073629	-0.000399117
1636.764	1019.42	0.006084731	-0.000401745
1637.764	1028.288	0.006082247	-0.00040219
1638.764	1025.836	0.006098534	-0.00040291
1639.764	1027.568	0.006102914	-0.000403898
1640.764	1035.266	0.006113946	-0.00040485
1641.764	1037.598	0.006119878	-0.000406033
1642.764	1041.12	0.006128349	-0.000406789
1643.764	1038.87	0.00613535	-0.000407683
1644.764	1042.69	0.006144492	-0.000407695
1645.764	1040.403	0.006146681	-0.000409098
1646.764	1046.796	0.006158394	-0.000408908
1647.764	1048.115	0.006172827	-0.000410169
1648.764	1046.659	0.006175618	-0.000411643
1649.764	1048.159	0.006182931	-0.000412672
1650.764	1057.148	0.006187129	-0.000412982
1651.764	1051.082	0.006191077	-0.00041469
1652.764	1055.285	0.006205093	-0.000416471
1653.764	1053.604	0.006211906	-0.00041772
1654.764	1062.596	0.006228371	-0.000417605
1655.764	1061.202	0.006232068	-0.000418675
1656.764	1059.8	0.006241274	-0.000419064
1657.764	1059.8	0.00624522	-0.00042087
1658.764	1059.359	0.006252836	-0.000420305
1659.764	1068.463	0.006264805	-0.000421598
1660.764	1076.325	0.006272912	-0.000421965
1661.764	1069.364	0.006272565	-0.000424015
1662.764	1070.059	0.006281652	-0.000424655
1663.764	1075.75	0.006287829	-0.00042545
1664.764	1074.886	0.006306367	-0.000426414
1665.764	1076.869	0.006315006	-0.00042726
1666.764	1082.948	0.006314162	-0.000427421
1667.764	1087.863	0.006328076	-0.000428447
1668.764	1085.46	0.006338189	-0.000429081
1669.764	1081.337	0.006343844	-0.000430748
1670.764	1089.921	0.00634827	-0.000431871
1671.764	1089.915	0.006353408	-0.00043257
1672.764	1095.968	0.006362255	-0.000432929
1673.764	1092.029	0.006375066	-0.00043401
1674.764	1096.202	0.006390086	-0.000435241
1675.764	1097.319	0.006395984	-0.000435878
1676.764	1091.539	0.006401057	-0.000437598
1677.764	1101.11	0.006408571	-0.000438101
1678.764	1110.167	0.006420017	-0.00043895
1679.764	1100.81	0.006429376	-0.000441243
1680.764	1099.177	0.006434757	-0.000441637
1681.764	1112.201	0.006445005	-0.000442041
1682.764	1114.505	0.006449217	-0.000441666
1683.764	1101.8	0.006455565	-0.000443588
1684.764	1108.558	0.006464549	-0.000445472
1685.764	1105.295	0.006471248	-0.000445224
1686.764	1118.714	0.006486273	-0.000445247
1687.764	1118.38	0.006491655	-0.000447153
1688.764	1109.812	0.006499154	-0.000448279
1689.764	1125.368	0.006496056	-0.000447086
1690.764	1134.245	0.006519227	-0.000449294
1691.764	1117.343	0.006515207	-0.000452057
1692.764	1125.523	0.006528623	-0.000453254
1693.764	1117.156	0.006543492	-0.00045363
1694.764	1116.636	0.006538668	-0.000453418
1695.764	1108.809	0.006550903	-0.000454518
1696.764	1116.752	0.006555321	-0.000453994
1697.764	1126.656	0.006574444	-0.000454281
1698.764	1128.065	0.006573202	-0.000455159
1699.764	1134.896	0.006584435	-0.000455183
1700.764	1126.181	0.006592414	-0.000456876
1701.764	1124.637	0.006594123	-0.000456582
1702.764	1139.466	0.006613369	-0.000455866
1703.764	1132.678	0.006617663	-0.000458989
1704.764	1145.143	0.006620744	-0.000457719
1705.764	1135.843	0.006629121	-0.000459851
1706.764	1145.19	0.006637459	-0.000462124
1707.764	1149.672	0.006648154	-0.000463606
1708.764	1142.766	0.006650951	-0.000464559
1709.764	1145.953	0.006667385	-0.000465603
1710.764	1156.677	0.00667844	-0.000465935
1711.764	1153.804	0.006688726	-0.000466079
1712.764	1152.207	0.006686539	-0.000467264
1713.764	1163.805	0.006701312	-0.000467323
1714.764	1158.961	0.006705982	-0.00046936
1715.764	1161.649	0.006715523	-0.000470004
1716.764	1167.003	0.00672295	-0.000472753
1717.764	1170.635	0.00672841	-0.000473605
1718.764	1169.921	0.006737603	-0.000473835
1719.764	1167.877	0.006745181	-0.000475561
1720.764	1181.899	0.006752481	-0.000475966
1721.764	1161.957	0.006757485	-0.000477582
1722.764	1182.577	0.00676592	-0.000477453
1723.764	1185.046	0.006780931	-0.000478808
1724.764	1182.666	0.006783679	-0.00047976
1725.764	1187.428	0.006787076	-0.000480367
1726.764	1187.931	0.006806571	-0.000483107
1727.764	1183.534	0.006810681	-0.000482764
1728.764	1183.202	0.006818089	-0.000483509
1729.764	1179.314	0.006820555	-0.000484255
1730.764	1198.375	0.006834695	-0.000483443
1731.764	1184.378	0.006836733	-0.00048607
1732.764	1203.963	0.006842333	-0.000484494
1733.764	1195.438	0.006854049	-0.000488566
1734.764	1212.279	0.006873363	-0.000489682
1735.764	1223.079	0.006867638	-0.000491804
1736.764	1217.645	0.006882506	-0.000493584
1737.764	1221.197	0.006894336	-0.000494585
1738.764	1217.681	0.006893522	-0.000494501
1739.764	1223.59	0.006907196	-0.000494593
1740.764	1222.498	0.00691415	-0.000495947
1741.764	1226.731	0.006917735	-0.000497049
1742.764	1226.471	0.006924813	-0.000498878
1743.764	1231.006	0.006935618	-0.000499558
1744.764	1230.625	0.006945988	-0.000501367
1745.764	1228.288	0.006961748	-0.00050162
1746.764	1224.448	0.006957107	-0.000501927
1747.764	1223.931	0.0069677	-0.000502918
1748.764	1238.968	0.006982426	-0.00050228
1749.764	1240.554	0.006987268	-0.000503735
1750.764	1236.001	0.006989144	-0.00050538
1751.764	1243.389	0.007006934	-0.000507584
1752.764	1245.328	0.007014156	-0.000508243
1753.764	1246.062	0.007018501	-0.000509201
1754.764	1243.77	0.007027481	-0.000510968
1755.764	1247.047	0.007040515	-0.000510982
1756.764	1235.924	0.007036791	-0.000512279
1757.764	1251.08	0.007044881	-0.000511891
1758.764	1248.805	0.007055951	-0.000513595
1759.764	1245.632	0.007065225	-0.000514424
1760.764	1251.963	0.007071456	-0.000515304
1761.764	1248.314	0.007077925	-0.000516731
1762.764	1261.38	0.007088002	-0.000516811
1763.764	1268.465	0.007098966	-0.000517389
1764.764	1263.363	0.007106521	-0.000519304
1765.764	1269.656	0.007121566	-0.000519942
1766.764	1272.161	0.007124223	-0.000520389
1767.764	1270.323	0.00712538	-0.000520893
1768.764	1271.437	0.007134629	-0.000521608
1769.764	1273.955	0.007149125	-0.000523151
1770.764	1273.339	0.007155741	-0.000528829
1771.764	1274.926	0.007157357	-0.000529211
1772.764	1281.2	0.007166303	-0.000528591
1773.764	1277.545	0.007178952	-0.000530274
1774.764	1273.888	0.007187292	-0.000530393
1775.764	1290.134	0.007199863	-0.000528841
1776.764	1287.356	0.007207846	-0.000529875
1777.764	1285.682	0.007209065	-0.000530916
1778.764	1290.883	0.007214095	-0.00053141
1779.764	1291.424	0.007224706	-0.00053304
1780.764	1297.841	0.007236545	-0.000534067
1781.764	1298.703	0.007242661	-0.000535549
1782.764	1302.192	0.007248504	-0.000535176
1783.764	1289.269	0.007258732	-0.000536899
1784.764	1301.564	0.007268529	-0.000536513
1785.764	1303.486	0.007272081	-0.000537555
1786.764	1303.836	0.007283594	-0.000537564
1787.764	1303.528	0.007290067	-0.00053996
1788.764	1306.248	0.00730183	-0.000541032
1789.764	1312.325	0.007305226	-0.000541403
1790.764	1314.129	0.007315397	-0.000542892
1791.764	1315.156	0.00732808	-0.000544266
1792.764	1315.946	0.007330652	-0.000544118
1793.764	1330.01	0.007346474	-0.0005445
1794.764	1318.677	0.00733948	-0.000545687
1795.764	1324.346	0.00735389	-0.000546592
1796.764	1327.253	0.007359172	-0.000547826
1797.764	1326.387	0.007368609	-0.000548944
1798.764	1329.388	0.00737557	-0.000550715
1799.764	1334.001	0.007387231	-0.000551212
1800.764	1333.824	0.007386321	-0.000553074
1801.764	1336.563	0.007398269	-0.000554146
1802.764	1337.311	0.007414991	-0.000553937
1803.764	1346.203	0.007419607	-0.000554745
1804.764	1344.177	0.00742718	-0.000555981
1805.764	1342.796	0.007437032	-0.000556511
1806.764	1345.664	0.007442927	-0.000558473
1807.764	1348.106	0.007452281	-0.000559914
1808.764	1355.254	0.007466296	-0.000560134
1809.764	1351.078	0.007462515	-0.000561619
1810.764	1343.248	0.007475942	-0.000562194
1811.764	1350.313	0.007483889	-0.000562736
1812.764	1369.693	0.007489927	-0.000562126
1813.764	1364.973	0.007504774	-0.000564163
1814.764	1361.807	0.007501191	-0.00056683
1815.764	1361.75	0.007511427	-0.00056667
